"issuekey","created","storypoint","context","codesnippet","t_Task","t_Story","t_Bug","t_New.Feature","c_Schema","c_CRUD","c_Real.Time.Server.Stats","c_UI...UX","c_Document.Validation","c_Stability","c_Query.Bar","c_First.Run","c_Connectivity","c_DDL","c_Performance","c_Research...Design","c_Plugins","c_Packaging","c_Navigation","c_Misc","c_Compass","c_Query","c_Electron","c_Auto.Updates","c_Export.to.Language","c_Aggregation.pipeline","c_Metrics","c_Grammar","c_Tech.debt","c_Intercom","c_Atlas","c_Telemetry.Data","c_Installation","c_CI","c_Language.Modes","c_Blog","c_schema.rs","c_Build","c_Favorites","c_Security","c_Explain","c_Webpack","c_React","c_Collection","c_Header","c_Sidebar","c_Views","c_Windows.Installer","c_Release","c_Maps","c_Import.Export"
"COMPASS-2803","05/02/2018 14:40:55",3,"Write error handling tests for C# ""Write C# JSON tests in test/json/error/*         Need to make sure we throw when code won't run in the target language, and the error messages are useful. These tests need to be *complete*, so that we are testing every error path.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2804","05/02/2018 14:43:09",3,"Write error handling tests for Python ""Write Python JSON tests in test/json/error/*         Need to make sure we throw when code won't run in the target language, and the error messages are useful. These tests need to be *complete*, so that we are testing every error path.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2805","05/02/2018 14:44:39",3,"Write error handling tests for Java ""Write Java JSON tests in test/json/error/*         Need to make sure we throw when code won't run in the target language, and the error messages are useful. These tests need to be *complete*, so that we are testing every error path.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2806","05/02/2018 14:45:14",3,"Write error handling tests for Javascript ""Write JS JSON tests in test/json/error/*         Need to make sure we throw when code won't run in the target language, and the error messages are useful. These tests need to be *complete*, so that we are testing every error path.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2808","05/02/2018 14:49:17",3,"Run python tests in python ""Need to run each of the generated python tests in the python interpreter to make sure that they run and do what's expected (i.e. str vs repr).         Can add a python template to [https://github.com/mongodb-js/bson-compilers/blob/test-file/make-test-file.js] and write to a file that can be run in python.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2814","05/02/2018 14:58:16",1,"Add Shell BSON constructors to JS symbol table ""(lower priority because not needed for v1)""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2815","05/02/2018 14:58:51",3,"Add Shell BSON utils to JS symbol table ""(lower priority because not needed for v1)""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2816","05/02/2018 14:59:38",3,"Add Shell BSON methods to JS symbol table ""(lower priority because not needed for v1)""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2817","05/02/2018 15:05:43",3,"Move anything JS-specific out of the Generators and into javascript/Visitor.js ""The generators need to be input-language agnostic, so anytime we execute JS code in an emit method it needs to be moved to the Visitor, whenever possible.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2820","05/02/2018 15:57:34",3,"Put export to language into read-only ace code editor ""To get syntax highlighting and maybe even pretty printing?""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2829","05/04/2018 14:35:22",1,"Create Unique Identifier to Send to Atlas with Link ""Send a unique identifier to the Atlas link so they know it came from Compass.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2830","05/04/2018 14:43:37",2,"Disable Intercom in Compass Dev Environments ""Disable Intercom in Compass Dev Environments""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2846","05/14/2018 16:01:42",2,"Validate TLS 1.2 Support with MongoDB 4.0  ""We need to verify that the latest version of Compass can connect to a MongoDB 3.7.9/4.0.0 instance with --requireSSL enabled [--sslDisabledProtocols=TLS1_0] (1.0 is disabled by default).    This is enough to mark Compass as done with regards to the company/product wide Safe TLS initiative driven by the PCI-DSS deadline of June 30, 2018 where TLS 1.0 must be disabled by default everywhere. ""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2847","05/14/2018 16:24:27",3,"Investigate User Upserts Failing ""Compass is not updating user data in the data warehouse, failing on the attempted update/upsert via Stitch. Need to investigate is this is a Stitch or Compass issue.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2864","05/18/2018 15:28:44",1,"Investigate adding buffer type to query bar ""Discuss if we want to add a """"buffer"""" support.   * Right now it is valid to instantiate a JS Buffer only in the Binary object constructor. Should users be able to instantiate buffer data types outside of the BSON binary object?   * Will people ever actually use it, outside of the BSON Binary type?   * There isn't a shell equivalent outside of using the subtype like `md5(...data...)`.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2865","05/21/2018 15:29:53",5,"Explore idiomatic export to language ""Exploratory ticket for the idiomatic export to language feature.   * Work with the drivers/education teams to specify exactly what """"idiomatic"""" code should look like for Java, Python, Node, Shell, CSharp.   * Split the work into tickets with estimates.   * Do we want to give people the option to have idiomatic/standard, or do we want to always generate """"idiomatic"""" code?""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2888","05/27/2018 03:37:20",3,"Agg pipeline builder to autocompolete newly defined fields ""Currently, the Agg Pipeline builder offers field autocompletion based on the collection selected for aggregation. I'd like to see this extended to the new fields defined in the $project stages that precede any new stages that attempts to use them. See example attached.""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2889","05/27/2018 05:18:36",3,"Agg Pipeline Builder - Create an icon to create (insert) a new stage inplace ""Add a plus button next to the Delete button for each stage. When clicked, it inserts a new stage right after the one that is currently selected. This will help avoid a lot of vertical scrolling and also unnecessary movement/dragging of stages when you want to simply insert a stage in the middle of a pipeline, which is very common when authoring/debugging agg pipelines.""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2893","05/29/2018 15:26:18",3,"implement design changes for export to language feature ""input / output to be side by side –> [https://mongodb.invisionapp.com/share/YZGJBROJ6UT#/screens/287448203]    plus a few code structure / component changes:   * -separate out components from main export-modal.jsx. Primarily a new *ace editor* component and *select-box* component-   * -create *copy successful* messaging-   * -make sure *copy* always works-   * -level out and vertically align titles / buttons for ace editor. Currently export-to and select box are misaligned-   * write a few more test cases for each component and modules – going to make another ticket for this!""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2894","05/29/2018 15:26:37",3,"implement feedback for c# syntax to be idiomatic ""[https://github.com/mongodb-js/bson-compilers/pull/65 |https://github.com/mongodb-js/bson-compilers/pull/65]    Doesn't include Builders: see https://jira.mongodb.org/browse/COMPASS-2900?filter=-2""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2895","05/29/2018 15:51:52",5,"create a wiki for bson-compilers ""There are a few things that need to be explained in a wiki about how this project works. That way if people want to contribute, it'll be easier for them to get started. Also useful for other teams that will be using this package. Should include:    1) Symbol tables   * how are these generated   * how does the hierarchy work   * what happens to them afterwards    2) Visitors and Generators. How do we end up with ctx being """"passed down"""" from visitor to generator?    3) What happens once Antlr generates the AST? what do we do from there?    4) Diagram to explain the javascript visitor structure.    5) Maybe a few more diagrams if they prove useful""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2896","05/29/2018 16:36:10",3,"Idiomatic java numbers ""Generate numbers idiomatically in java.         [https://github.com/mongodb-js/bson-compilers/pull/83]""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2898","05/29/2018 16:39:25",3,"Misc Idiomatic Java Syntax ""* Use {{BsonUndefined}} instead of null   * {{java.lang}} is always imported, so don't need to use the full name.   * Use {{SimpleDateFormat}} instead of {{toString()}}   * Use {{toHexString}} instead of {{toString}} for ObjectId   * Use {{BINARY}} instead of {{OLD_BINARY}} for Binary subtype.   * Use Document constructor, so generate """"\{x: 1}"""" as """"new Document(""""x"""", 1)"""" and not """"new Document().append(""""x"""", 1)""""   * Remove Code.toString() for JS and Shell because the result is just """"[object Object]""""    [https://github.com/mongodb-js/bson-compilers/pull/82]     [https://github.com/mongodb-js/bson-compilers/pull/84]    Comments from: [https://github.com/mongodb-js/bson-compilers/pull/76]     ""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2899","05/29/2018 16:42:18",5,"Use Builders for java documents ""http://mongodb.github.io/mongo-java-driver/3.6/builders/""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2901","05/29/2018 16:46:25",3,"Misc Python idiomatic syntax  ""From: https://github.com/mongodb-js/bson-compilers/pull/78""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2902","05/29/2018 16:55:32",5,"Generate accurate and idiomatic Binary data ""Instead of extracting the data as a string, we need to extract the data as bytes so that we can generate the correct output language binary data.          Java, for example, has only signed bytes and must be constructed with:  ""","  new BsonBinary(new byte[] {4, 6, 4, -3, -128, 0, 127});",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2903","05/29/2018 17:15:58",1,"Add csharp to test generator ""Java + python are already done:  [https://github.com/mongodb-js/bson-compilers/blob/test-file/make-test-file.js]""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2904","05/29/2018 17:27:43",3,"Add ""required imports"" to generated code ""There was some concern that we need to indicate which classes we're using in the generated code so that beginners know exactly how to import the bson classes/etc.         We can use the code in [https://github.com/mongodb-js/bson-compilers/blob/test-file/make-test-file.js] as a starting point.         Open questions:    * how do we want to display this visually?   * do we only import what we use (therefore do a scan of the exported code) or should we just provide a generic """"import"""" list of things that can be used?   * Is this required for version 1?""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2906","05/30/2018 15:38:03",3,"write nested document tests ""should test for larger, more complicated document queries""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2909","05/31/2018 03:16:42",1,"Compass not able to auto fill connection string with LDAP userDN information.  ""Hi Compass team,    Compass not able to auto fill connection string with LDAP userDN information when copying from Atlas connection modal. User have to manually input the all the required information manually.     Please see the screenshot video here: [https://cl.ly/0J2l3Y3T0o00]         Thanks,    Steve""","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2910","06/01/2018 09:44:07",1,"ace editor to change language modes based on outputs ""need to be able to set proper syntax highlighting based on ouptut language in the plugin UI""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2917","06/04/2018 14:03:26",2,"Update Compass Version With Last Login Date ""We need to update the Compass version along with the last login date in the metrics.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2923","06/05/2018 21:29:48",3,"Update Language Model to Support $text, $mod, $bits... ""Update the language model to support modern MQL features.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2937","06/12/2018 15:59:01",3,"Support 4.0 Features in Grammar ""Add support for 4.0 conversion features to the grammar. Also support new $bucket syntax.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2943","06/18/2018 12:03:07",3,"unify test cases for bson compilers ""Maintaining tests based on input language might prove itself tedious in the long run. Something to consider in the future is coming up with a yml / json file to store all tests and read out the input and output from a single json / yml object. If either the output or input are non existent for a particular method, the test can be skipped (i.e. the key/value pair will not be in that particular code block).""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2949","06/19/2018 15:50:52",3,"Toggle Auto-Preview ""Add another mode, auto-preview, which allows the user to toggle if the stages are executing when typing. When turned off, require CMD/CTL+Return to execute.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2950","06/19/2018 15:58:55",2,"Add New Atlas Link ""Add the new Atlas link to the connect window with the updated designs.""","",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2964","06/26/2018 12:35:20",1,"Export to Language Modal Needs Max Height ""With long queries or pipelines, the export to language modal goes off screen. Think we just need to set a max height on the modal itself and let the contents scroll. See screen shot.""","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2966","06/28/2018 15:15:54",3,"Only provide imports for used packages ""Only applies to java + javascript imports, but right now we always import all potential classes. We should figure out which classes are actually used and only import those.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2971","06/29/2018 15:13:41",1,"Abstract new into template ""Right now we are using """"this.new"""" to determine if new is required, we should abstract that into a template so that we can support [~durran.jordan]'s work on ruby.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2976","07/02/2018 20:50:42",2,"NaN in EditableDocument Double fields ""if I enter alphabetic characters into a Double field it changes the text to """"NaN"""" and you sort of get stuck in that state. Can't backspace to get rid of it, have to select all and then enter a number to start over         !https://mail.google.com/mail/u/0?ui=2&ik=7a0111ff37&attid=0.1&permmsgid=msg-a:r3017218747656759137&th=1644ca3c9016d539&view=fimg&sz=w1600-h1000&attbid=ANGjdJ8NBqAZ14nzrIKji5xeBJVgPfL0ScqX7gV8M5Hz2Z5uSV9lJQS4hg0lttEK2d94bkfPWf3UjPLQUiaSrsnRMAP7KIshyX1ahWOfOfbCg0EOSmNtgyVCLtRqJOw&disp=emb&realattid=ii_jj09mmwz0!""","",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2977","07/03/2018 12:55:19",2,"Update Node Driver to 3.1.0 ""Upgrade the Node driver to 3.1.0 for SCRAM-SHA256 support.""","",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2983","07/09/2018 12:34:55",5,"Add SCRAM-SHA-256 Support ""Add SCRAM-SHA-256 support to the connection window.""","",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2998","07/16/2018 17:47:29",1,"Add ""Idiomatic"" button to export to language UI ""Since we can support regular documents or builders in java + c# (soon), we need to allow the user to active/deactivate. [~durran.jordan], do we want default to be """"use builders"""" or not?""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3020","07/26/2018 16:44:47",1,"Java default to using builders ""[https://github.com/mongodb-js/compass-export-to-language/pull/13]    https://github.com/mongodb-js/bson-compilers/pull/120""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3033","07/31/2018 12:40:08",1,"rename Bson-Compilers to Bson-Transpilers ""Because Bson-Source-To-Source-Compilers is too long""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3045","08/08/2018 14:36:15",5,"Support Collation in Agg Pipeline Builder ""Add collation support to the aggregation pipeline builder.        # Add the collation field.   # Pass collation options when executing the stages.   # Pass collation options when executing a $out    https://mongodb.invisionapp.com/share/ZSMFJZ4DHKY#/screens/309739115_Design_04_-_1280px_-_Option_A""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3051","08/09/2018 15:35:49",3,"Add copy button to original pipeline in Export to Lang modal ""* Add copy button to left code snippet (original pipeline)   * Add tooltip to both copy buttons """"Click to Copy""""   *""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3063","08/14/2018 19:39:44",2,"Change in-progress banner icons in collation support modals ""Updating icons from """"align-center"""" to """"spinner""""    !image-2018-08-14-14-39-05-265.png|width=576,height=411!""","",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3065","08/15/2018 15:54:42",5,"Migrate services from deis to new techops platform ""The auto-update and maps proxy currently run on Deis, which is being decommissioned by TECHOPS this quarter. Migrating to [the new platform|https://github.com/10gen/platform-docs] will dramatically increase reliability and provide long overdue monitoring and alerting. This is a multi-step project that will involve circling back with TECHOPS to update the DNS of these current services to point at the new platform containers. cc [~angelo.olivera]""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3072","08/21/2018 14:11:41",8,"mongodb_schema.rs: project setup ""* -setup- [-rust-clippy-|https://github.com/rust-lang-nursery/rust-clippy]   * -setup- [-rustfmt-|https://github.com/rust-lang-nursery/rustfmt]   * -setup ci to include rust-clippy and rustfmt check-   * -setup ci to make sure wasm pack can be build-   * -setup github-templates-   * -setup [wasm-pack|https://github.com/rustwasm/wasm-pack] (abstraction over [wasm-bindgen|https://github.com/rustwasm/wasm-bindgen])-   * look into existing project figure out api endpoints and what will need to be exposed to wasm-pack/wasm-bindgen   * -check 'clone' and 'debug' are implemented for all structs-   * -figure out how to do testing with rust's internal test framework / possibly look into [quickcheck|https://github.com/BurntSushi/quickcheck] for model testing-   * -#![deny(unsafe_code)]-   * -deny missing docs-   * -add code of conduct-   * documentation for all of the above ^""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3074","08/22/2018 10:06:08",3,"Investigate export-to-lang modal size ""Split off from COMPASS-3051, since it included two separate features.   * Improve the modal height   ** See if we can have the modal height extend to full height of the compass window (margin top and bottom should be the same) OR   ** See if we can have the modal be resizable? (drag to resize)""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3086","08/24/2018 15:09:18",1,"As a user, I would like an improved experience when pasting pre-existing Aggregation Pipelines. ""Let's try if no stage selected and you paste into stage editor, the pipeline fills out. If messy, we'll re-eval    !agg-paste-pipeline.png|width=600!""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3099","08/30/2018 21:58:46",1,"Connection string autofill does not recognize authMechanism=PLAIN ""https://jira.mongodb.org/browse/INT-3921 is marked done and hence I was testing the connection string autofill  I am using compass 1.15.0. I tried having the following strings in clipboard and open compass     mongodb+srv://:@cluster0-prc3c.mmscloudteam.com/%24external?authMechanism=PLAIN    mongodb+srv://test:@cluster0-prc3c.mmscloudteam.com/%24external?authMechanism=PLAIN    mongodb+srv://cluster0-prc3c.mmscloudteam.com/%24external?authMechanism=PLAIN    The 1st two looks good. But when i had the last string in my clipboard, LDAP option is not selected automatically.""","",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3100","08/31/2018 12:01:12",3,"Windows msi supports unattended installation ""Allow users to silently install Compass to a specific directory and set of users.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3109","09/05/2018 15:20:38",5,"Start on Symbol Table/Template blog post ""Write a first draft for the team to edit!""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3110","09/05/2018 15:27:12",8,"Support the python language-types as input to java ""Expressions, literals, arrays, objects, comparisons. First output java code. Blocked on COMPASS-3108""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3113","09/05/2018 18:49:09",8,"Refactor .evergreen.yaml for improved build times and functional tests ""Refactor .evergreen.yaml to be sane so we can debug during setup for executing functional tests.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3125","09/12/2018 09:51:25",1,"Warn users instead of hiding replica set field for SSH tunneling ""See https://jira.mongodb.org/browse/COMPASS-3057""","",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3136","09/19/2018 15:12:48",5,"wasm: compass plugin to consume mongodb-schema.rs data ""compass should be able to consume and output correct data provided by mongodb-schema.rs.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
