"issuekey","created","storypoint","context","codesnippet","t_New.Feature","t_Improvement","t_Bug","t_Task","t_Build.Failure","t_Question","t_Problem.Ticket","t_Incident","t_Sub.task","c_app","c_legacy.ui","c_perf.tools","c_platform","c_ui","c_ops"
"EVG-8920","06/24/2019 22:50:55",2,"add ""dispatch before"" timestamp to amboy queue ""add a """"dispatch before"""" timestamp to give us a way to avoid dispatching jobs that we know will fail because they've been stuck behind a backlog. ""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-6345","06/25/2019 00:12:40",1,"Failures: test-model-alertrecord on Ubuntu 16.04 [Evergreen @ ee871638] (TestAlertRecord, TestInsertNewTaskRegressionByTestRecord) ""h2. [test-model-alertrecord failed on Ubuntu 16.04|https://evergreen.mongodb.com/task/evergreen_ubuntu1604_test_model_alertrecord_ee871638754055e58ddd808fba4ebd5ab9718da9_19_06_24_21_24_48/0]  Host: [ec2-54-210-158-253.compute-1.amazonaws.com|https://evergreen.mongodb.com/host/sir-mx986tnj]  Project: [Evergreen|https://evergreen.mongodb.com/waterfall/evergreen]  Commit: [diff|https://github.com/evergreen-ci/evergreen/commit/ee871638754055e58ddd808fba4ebd5ab9718da9]: EVG-6331: Host Pool Stats (#2420) | 24 Jun 19 21:24 UTC  Evergreen Subscription: ; Evergreen Event:   *TestAlertRecord* - [Logs|https://evergreen.mongodb.com/test_log/5d114b5f0ae60640cf0b385d] | [History|https://evergreen.mongodb.com/task_history/evergreen/evergreen_ubuntu1604_test_model_alertrecord_ee871638754055e58ddd808fba4ebd5ab9718da9_19_06_24_21_24_48#TestAlertRecord=fail]  *TestInsertNewTaskRegressionByTestRecord* - [Logs|https://evergreen.mongodb.com/test_log/5d114b5f0ae60640cf0b385d] | [History|https://evergreen.mongodb.com/task_history/evergreen/evergreen_ubuntu1604_test_model_alertrecord_ee871638754055e58ddd808fba4ebd5ab9718da9_19_06_24_21_24_48#TestInsertNewTaskRegressionByTestRecord=fail]    ""","",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"EVG-6347","06/25/2019 15:27:30",1,"Allow each host to own an SSH/RPC Jasper client ""Once hosts have been bootstrapped with Jasper, they should be able to create their own SSH/RPC Jasper clients without needing to check the communication type of the host. This will reduce the complexity of contacting the Jasper service in different ways.""","",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"EVG-6348","06/25/2019 15:41:58",0,"AWS took host away, but task did not restart ""mongodb_mongo_master_enterprise_amazon2_sharded_causally_consistent_jscore_txns_passthrough_gen_54ca8a7112746c7637a295b6d57b6f2c3b4df9b7_19_06_25_13_11_09 and some of the other ones in the same commit""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6349","06/25/2019 16:11:11",1,"Nil project_ref returned by projCtxMiddleware ""If the \{project_id} supplied in the URL does not correspond to a project_ref in the db the   projCtxMiddleware middleware will pass along a nil projectRef in the _RequestContext_ context.    The symptom was a panic generated when a user tried to enqueue something on the commit queue with a non-existent project_ref. Since the projectRef was nil, the commit queue middleware panicked when it tried to access a field in the projectRef. (https://mongodb.slack.com/archives/C866SR2LR/p1561473066004100)""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-8467","06/25/2019 16:19:06",2,"In-progress amboy group jobs will never be cleaned up ""If there is a deploy while a job in a group is in progress, and no other jobs in that group are pending, then that job will become stranded. Presumably this is because the periodic query that creates queues for groups does not search for jobs that are in progress.""","",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"EVG-6353","06/25/2019 20:46:31",2,"StaleRunningTaskIDs query is slow ""During some recent queueing on the database, I saw a very long-running StaleRunningTaskIDs query. Is there something we can do to improve this query? It may be contributing to load on the db.""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6354","06/25/2019 22:13:04",1,"Should scheduled overridden tasks schedule their dependencies? ""Setup:   # All tasks in a build are pending   # All tasks are unscheduled   # A task """"E"""", with a dependency on task """"A"""" is overridden   # The task """"E"""" is then scheduled     Step 4 above causes task """"A"""" to be scheduled as well. Is this the expected behavior? I was hoping to _only_ schedule task """"E"""" and not have task """"A"""" run.    In practice, I've had to manually unschedule several transitive dependencies to achieve my desired behavior.""","",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"EVG-6356","06/26/2019 15:22:31",1,"CLI and patch page commit queue order are off by one ""The commit queue CLI considers the currently executing commit queue version to be 1, while the patch page considers the first pending commit queue version to be 1. This causes the two representations of the queue to be off by 1.""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6358","06/26/2019 16:28:55",1,"Expose blocked field in API ""EVG-5960 creates a concept of blocked status for a task. We should expose this in the API.""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-9158","06/26/2019 18:48:10",1,"Fix REST test setup ""The function to create REST services for testing can fail to create the service and cause timeouts on Windows occasionally.""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-9258","06/26/2019 19:43:18",2,"Allow Command.Run to be more configurable ""Currently, the only configurable behavior in Command.Run is the creation of the underlying processes via {{(*Command).ProcConstructor()}}. However, for some use cases, it needs to behave differently when run. For example, by the semantics of the {{sshManager}}, {{(*sshManager).CreateProcess()}} should logically configure the command and run it over SSH.  Since {{sshManager}} itself relies on {{Command}} for its underlying behavior, the in-memory {{Command}} needs {{Run()}} to actually serialize its fields into JSON input to the CLI on the remote machine over SSH in order to run the command with the correct semantics.""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-9172","06/26/2019 21:44:02",2,"Allow Jasper service to kill itself for restart ""The command that must be used to kill a Jasper service within a Jasper-spawned process is platform-dependent (for example, using the service restart command to make a Jasper service restart itself won't work on MacOS).""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-6362","06/27/2019 15:24:45",1,"Commit queue resume merge project not needed ""The user should not need to enter the project""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-9318","06/27/2019 18:22:18",1,"Add RemoteClient interface to SSH manager ""Would be useful to have other methods, such as download and log streaming.""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-6364","06/27/2019 18:26:02",1,"Set description to name of latest commit if not otherwise set ""If the description of the patch is not set, Evergreen should set its description to the latest commit on the branch. This will allow people to use the search function on the new patch page without having to pass a description. We should _not_ set a description if the user sets one or if this is a PR or commit queue version. (The latter already set descriptions.)  ""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6365","06/28/2019 13:25:25",2,"Tasks that use Cedar show no metrics in the perf plugin ""The perf plugin does not show data for any of the graph/table/trend views for tasks that use Cedar. I first observed this in [this patch build|https://evergreen.mongodb.com/task/sys_perf_linux_standalone_validate_cmd_patch_c0c64c95637f8f0700ac40e89dc39c30ec6f5f41_5d1242fa3e8e86513ddfe22a_19_06_25_15_51_44#]. But it looks like mainline is also affected. E.g. [this task|https://evergreen.mongodb.com/task/sys_perf_linux_3_node_replSet_service_architecture_workloads_a07912c7919d5cec360f628df445279800c66667_19_06_27_11_54_58#] but the errors I'm getting from the Chrome console are slightly different for the two tasks.    I chatted with [~julian.edwards] on Slack and Cedar does have the task. So it could be a perf-plugin or UI issue.""","",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"EVG-6366","06/28/2019 16:26:20",2,"TypeError in /task/cloud_automation_master_ubuntu16_LinuxTestGroup13_patch_8220204da05769860f6569fbb08c9a011638ce01_5d1130300305b96e985958e9_19_06_24_20_18_57 ""h1. Error in Evergreen  *TypeError* in */task/cloud_automation_master_ubuntu16_LinuxTestGroup13_patch_8220204da05769860f6569fbb08c9a011638ce01_5d1130300305b96e985...* Cannot set property 'innerHTML' of null  [View on Bugsnag|https://app.bugsnag.com/mongodb/evergreen/errors/5cd5b9e9d8998f00193f20ec?event_id=5d1631870045ec5c36bf0000&i=jr&m=ci]  h1. Stacktrace    [View full stacktrace|https://app.bugsnag.com/mongodb/evergreen/errors/5cd5b9e9d8998f00193f20ec?event_id=5d1631870045ec5c36bf0000&i=jr&m=ci]  ~Created by Brian Samek via Bugsnag~""","    https://evergreen.mongodb.com/static/app/perf/trend_chart.js:63 -  ",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"EVG-6367","06/28/2019 16:58:45",0,"Create role model ""Create role model""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-8713","06/28/2019 16:58:51",2,"Add interfaces to retrieve LDAP groups ""Add interfaces to retrieve LDAP groups""","",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"EVG-6369","06/28/2019 16:58:59",2,"API route - GET /roles ""API route - GET /roles""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6370","06/28/2019 16:59:10",0,"API route - POST /roles ""API route - POST /roles""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6371","06/28/2019 16:59:25",0,"Create permissions model ""Create permissions model""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6372","06/28/2019 16:59:32",2,"Add GetRolesForUser to gimlet ""Add GetRolesForUser to gimlet""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6373","06/28/2019 16:59:45",2,"Create distro permissions model ""Create distro permissions model""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6374","06/28/2019 17:00:02",1,"Enforce distro permissions  ""Enforce distro permissions""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6378","06/28/2019 17:00:38",8,"Private flag for variants ""Private flag for variants""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6379","06/28/2019 17:00:45",1,"API route - PATCH /roles ""API route - PATCH /roles""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6380","06/28/2019 17:00:54",8,"Existing role migration ""Existing role migration""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6381","06/28/2019 17:01:05",8,"Placeholder for integration testing with MANA ""Placeholder for integration testing with MANA""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6383","06/28/2019 18:52:08",0,"Retry commit queue versions within a time frame ""As an Evergreen administrator,  I want to be able to be able to re-enqueue commit queue versions within a timeframe  so that if some outage (e.g., GitHub, AWS, Evergreen, Logkeeper) causes commit queue tasks to fail, I can restart them in bulk.    Acceptance criteria: There is a UI element at https://evergreen.mongodb.com/admin similar to the """"Restart Tasks"""" element, which will retry commit queue versions within a timeframe. This will mean creating new versions for these tasks.    I'm not sure whether some way of letting the user know that this has happened should be in scope of this ticket. You could imagine that another iteration of this feature would be to allow users to retry their own commit queue versions. If we do this, there may be some UI element which changes to indicate that the version has been retried.""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6391","07/02/2019 15:01:20",0,"Failures: test-agent on Windows [Evergreen @ 9755507b] (TestStatusSuite, TestAgentFailsToStartTwice) ""h2. [test-agent failed on Windows|https://evergreen.mongodb.com/task/evergreen_windows_test_agent_patch_9755507b2276ec16131f4d9f157e404fbb5975e0_5d1a8241c9ec442782d0c0d2_19_07_01_21_59_30/0]  Host: [ec2-54-161-122-158.compute-1.amazonaws.com|https://evergreen.mongodb.com/host/sir-579r6qcj]  Project: [Evergreen|https://evergreen.mongodb.com/waterfall/evergreen]  Commit: [diff|https://github.com/evergreen-ci/evergreen/commit/9755507b2276ec16131f4d9f157e404fbb5975e0]: 'evergreen-ci/evergreen' pull request #2438 by Kimchelly: EVG-6347: hide Jasper communication internals behind host utility methods (https://github.com/evergreen-ci/evergreen/pull/2438) | 01 Jul 19 13:22 UTC  Evergreen Subscription: ; Evergreen Event:   *TestStatusSuite* - [Logs|https://evergreen.mongodb.com/test_log/5d1a850f32f417724e637c91] | [History|https://evergreen.mongodb.com/task_history/evergreen/evergreen_windows_test_agent_patch_9755507b2276ec16131f4d9f157e404fbb5975e0_5d1a8241c9ec442782d0c0d2_19_07_01_21_59_30#TestStatusSuite=fail]  *TestAgentFailsToStartTwice* - [Logs|https://evergreen.mongodb.com/test_log/5d1a850f32f417724e637c91] | [History|https://evergreen.mongodb.com/task_history/evergreen/evergreen_windows_test_agent_patch_9755507b2276ec16131f4d9f157e404fbb5975e0_5d1a8241c9ec442782d0c0d2_19_07_01_21_59_30#TestAgentFailsToStartTwice=fail]    ""","",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"EVG-9321","07/02/2019 15:53:09",1,"CLI commands should be easier to build ""Currently a user of the CLI who wants to build a command string has to do so manually. It would be good to have functions that build CLI subcommand strings for convenience and avoiding error-prone string building.""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-9023","07/02/2019 17:43:01",1,"Fix download job race ""Logs: https://evergreen.mongodb.com/test_log/5d1b7f7032f417063ca03e5f#L3701""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-6395","07/02/2019 20:25:23",2,"Long env var name overflows onto text box  ""If you have a long enough env variable name, it overflows onto the value box and you can't read what it is set to.      !image-2019-07-02-15-24-28-291.png|thumbnail! ""","",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"EVG-6396","07/02/2019 21:56:02",2,"Rework authentication for spruce ""We'll work on this together, but the current mechanism isn't secure. We can't store an API key in the config file, so we'll need to get the user's key""","",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"EVG-6397","07/02/2019 23:11:24",1,"S3copy always continues on error regardless of optional parameter ""https://github.com/evergreen-ci/evergreen/blob/master/command/s3_copy.go#L200 should probably have a return statement""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6399","07/03/2019 15:22:35",2,"List items in commit queue in UI ""Currently the CLI lists the items in the commit queue. This display will be improved by EVG-6333. Currently the patches page for a pending commit shows what number it is in the queue. We should also display the queue in the UI and link to it from the patch page and possibly elsewhere.""","",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"EVG-6400","07/03/2019 15:39:49",1,"evergreen/commitqueue added to queue links to PR instead of patches page ""# The message that an item has been added to the queue in the GitHub-backed commit queue should link to the patch, but instead it links back to the PR itself.""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6405","07/03/2019 21:41:32",0,"The CLI commit queue creates a module in the primary repository ""Since the CLI commit queue runs both pushes in the same directory, it adds the module as a submodule of the main repository.""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6407","07/03/2019 22:18:04",2,"Add filtering of patches ""- By project  - By status (probably just success/fail/not done)  - By pull request/not    maybe more?""","",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"EVG-6408","07/05/2019 11:54:35",1,"Evergreen does not list or terminate hosts which have been created in a non-default aws account "" When spawning a host in a different aws account, the host gets created successfully but the evergreen run hangs on a call to `host.list`. It reports """"Command failed: problem getting hosts list: 0 hosts of 1 are up, waiting"""" and upon task end, the host does not get terminated.    Run: https://evergreen.mongodb.com/version/5d1f0fbfa4cf471affebdbc9    Evergreen.yml snippet        Note: Same result for ipv4 & ipv6""","  - command: host.create        type: system        params:  # mms-build          aws_access_key_id: ${mms_build_s3_aws_access_key}          aws_secret_access_key: ${mms_build_s3_aws_secret}          key_name: evg_mms_prod_ipv6_tests          ami: ami-026c8acd92718196b # ubuntu-bionic-18.04-amd64-server-20190627.1          ipv6: true          provider: ec2          num_hosts: ${e2e_remote_num_hosts}          vpc_id: vpc-ea8f5e8f          subnet_id: subnet-0900c608700af40f2          instance_type: m4.large          security_group_ids: [sg-0fc565f6c3e208379] # Allows hosts to talk to each other for MongoDB replication      - command: host.list        type: system        params:          wait: true          timeout_seconds: 600          num_hosts: ${e2e_remote_num_hosts}          path: ${e2e_remote_hosts}  ",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6410","07/08/2019 19:36:44",1,"Add distro options for root directory of user ""Because the Jasper service runs as a Windows service, it has no knowledge of (and therefore has no access to) the assumed cygwin mount (e.g. {{C:\cygwin}} is mounted as the root directory {{/}}) for SSH. The setup scripts might also need to be fixed to explicitly set the root and also remove usages of `/cygdrive`, which is not mounted in a non-cygwin SSH process.""","",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"EVG-6411","07/08/2019 19:40:22",1,"Patch expand panels collapse when a new page of patches is loaded ""I wonder if something is clearing the state of the expansion panels. We may need to maintain the expanded state of them ourselves, but we should avoid that if possible""","",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"EVG-6415","07/08/2019 21:53:18",2,"Commit queue delete should deactivate a running version ""If a user deletes an item from the queue that's already being processed the version should be deactivated so it won't merge if the tests pass.""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6416","07/09/2019 14:48:08",2,"Build project and branch are incorrect in rest v2 ""https://evergreen.mongodb.com/rest/v2/versions/mongodb_mongo_master_83292f18bc75726a548ab7c9c5c650d779c90684 has project: """"mongodb-mongo-master"""" and branch: """"master"""", which is correct. https://evergreen.mongodb.com/rest/v2/builds/mongodb_mongo_master_enterprise_rhel_62_64_bit_83292f18bc75726a548ab7c9c5c650d779c90684_19_07_09_10_28_13 has project_id: """"mongo"""" and branch: """"mongodb-mongo-master"""", which is not correct.""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-9040","07/09/2019 16:20:29",1,"Allow Jasper service to run as configurable user ""Currently the Jasper service will run as the system default privileged user (e.g. root on Linux/Mac, LocalSystem on Windows). This should be configurable.""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-8952","07/09/2019 21:08:22",1,"method on ceder model.ArtifactInfo to get a io.ReadCloser from the artifact ""internal api ""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-9088","07/09/2019 21:23:25",1,"populate processed_at timestamp field in rollup results "" maybe also valid? ""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-6423","07/09/2019 22:00:31",1,"Revendor amboy ""Disable ttl indexes on all queues for now""","",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"EVG-6425","07/09/2019 22:02:11",1,"Remove configure button for commit queue patches ""On the /patches/mine page, there is a configure button for commit queue patches. Although it leads you to the patches page, which is useful, there's nothing to configure there, so the name of the button is confusing.""","",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"EVG-6427","07/09/2019 22:08:41",1,"Paused commit queue patches report they are at position -1 ""If a patch is at position -1, there should be a helpful message instead of reporting -1.""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6432","07/10/2019 20:55:21",2,"create cedar.js library  ""mirror the core parts of evergreen.js to support pulling performance (and log!) data, and the eventual integration of lobster into the new logging framework.     this should just be simple project infrastructure, and some simple classes to handle authentication/etc.""","",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"EVG-9032","07/10/2019 22:15:02",1,"Allow TTL to be set without needing certificate request ""The TTL can only be set if using a CertificateOptions struct and calling {{PutCertFromMemory}}. It would be more convenient to be able to access this field like the other fields via tags.""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-6437","07/11/2019 17:40:37",2,"Log if a process is not cleaned up between tasks ""[This task|https://evergreen.mongodb.com/task/jstestfuzz_self_tests_replication_fuzzers_v4.0_rollback_fuzzer_MMv1_0_patch_9c46f46e08293d456fa64d6d092885e77bf84363_5d273a86d1fe0770b75ef0c4_19_07_11_13_32_55] was aborted by {{github_pull_request}} user likely due to a new commit being pushed the branch being tested. [The next task|https://evergreen.mongodb.com/task/jstestfuzz_self_tests_update_fuzzer_v4.2_update_multiversion_fuzzer_replication_flowCtlOff_0_328e56d0f185b6fc6e22538365fa420786a8c8c7_19_07_11_13_52_59] run on the [sir-df5i6akg|https://evergreen.mongodb.com/host/sir-df5i6akg] host then failed due to the address already being in use when starting up mongod.    h6. System logs from second task        h6. Test logs from first task        https://logkeeper.mongodb.org/lobster/build/1b95d451c3b52d5c5bd68f8d0c91a5e6/test/5d273f379041302837556c44#bookmarks=0%2C11558&f~=100~pid%3D&l=1    Note from [~brian.samek]: The agent should log if a process has not cleaned up between tasks. This will help us understand how often this occurs.""","  [2019/07/11 13:56:51.809] root     27235  0.5  0.0      0     0 ?        Z    13:52   0:01 [mongod] <defunct>  [2019/07/11 13:56:51.809] root     27264  0.1  0.0      0     0 ?        Z    13:52   0:00 [mongod] <defunct>    [js_test:rollback_test-e428-1562852989988-2] 2019-07-11T13:52:55.782+0000 d20030| 2019-07-11T13:52:55.782+0000 I CONTROL  [initandlisten] MongoDB starting : pid=27206 port=20030 dbpath=/data/db/job0/mongorunner/RollbackFuzzerTest-0 64-bit host=ip-10-122-27-174  [js_test:rollback_test-e428-1562852989988-2] 2019-07-11T13:52:55.986+0000 d20031| 2019-07-11T13:52:55.986+0000 I CONTROL  [initandlisten] MongoDB starting : pid=27235 port=20031 dbpath=/data/db/job0/mongorunner/RollbackFuzzerTest-1 64-bit host=ip-10-122-27-174  [js_test:rollback_test-e428-1562852989988-2] 2019-07-11T13:52:56.193+0000 d20032| 2019-07-11T13:52:56.193+0000 I CONTROL  [initandlisten] MongoDB starting : pid=27264 port=20032 dbpath=/data/db/job0/mongorunner/RollbackFuzzerTest-2 64-bit host=ip-10-122-27-174  ",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6438","07/11/2019 20:42:25",1,"Support ""description"" and ""d"" in addition to ""message"" and ""m"" in the commit queue ""[~david.bradford] noted that users habitually type --description or --d when they use the evergreen patch command.    Although the --message and --m commands better match the effect of this flag—setting the git commit message—it would be more natural if users could use the argument they are used to from the evergreen patch command.""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6439","07/11/2019 20:50:38",2,"Trend chart displays incorrect comparisons ""https://evergreen.mongodb.com/task/performance_linux_wt_standalone_query_patch_135c88363bdb5e7b353825f3fec4aa0d7db80571_5d275c647742ae016a76b6f4_19_07_11_15_57_50##%257B%2522compare%2522%253A%255B%257B%2522hash%2522%253A%2522135c88363bdb5e7b353825f3fec4aa0d7db80571%2522%257D%255D%257D is showing drops in the 70% range, but looking at the raw numbers this is incorrect""","",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"EVG-8909","07/12/2019 17:21:59",1,"Add ID function to manager ""Processes already have the manager environment variable available through ProcessInfo, but a user should be able to ask a manager for its id without having to request it from one of its processes.""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-6445","07/12/2019 20:51:21",2,"Allow access to commit queue message in an evergreen task ""With the commit queue rollout to server, we would like to be able to convert existing githooks into evergreen tasks that can be run as part of the commit queue. Most of these are fairly easy, but there is a hook that checks if a given commit message starts with a jira ticket number.     Would it be possible for a task in evergreen to have access to: (1) whether this task is part of a commit queue execution, and (2) what the commit queue message is for the given patch?    If these were expansions, that would make it easy for tasks to have access to them, but other ways would work as well.""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6448","07/12/2019 21:45:59",2,"Fix smaller UI issues with spruce ""* make styling consistent with Evergreen  * run through workflows and look for usability issues  * pretty up the menu (maybe)""","",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"EVG-6449","07/12/2019 21:55:33",2,"Task groups executing in wrong order.  ""While running a patch build I had some strange stuff happen. The first task (dbtest_compile) got stuck in the dispatch state, and the second task (detest) ran even though it shouldn't have.          https://evergreen.mongodb.com/task/mongodb_mongo_master_enterprise_rhel_62_64_bit_display_dbtest!_patch_a8a8fabb17e9700aab633a67b24fe6147290bb92_5d28d0dce3c3311db1c93d5f_19_07_12_18_27_10#/%23%257B%2522compare%2522%253A%255B%257B%2522hash%2522%253A%2522a8a8fabb17e9700aab633a67b24fe6147290bb92%2522%257D%255D%257D#%257B%2522compare%2522%253A%255B%257B%2522hash%2522%253A%2522a8a8fabb17e9700aab633a67b24fe6147290bb92%2522%257D%255D%257D""","",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"EVG-8905","07/12/2019 22:39:19",1,"Move revendor to curator ""Evergreen already has a revendoring target available for automated revendoring. It would be nice to have this for other repositories, as well as potentially handle duplicate nested vendored packages.""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-6450","07/15/2019 15:29:23",2,"Timeout job should clean up stranded tasks that aren't the most recent running task on a host ""be very careful about task groups, especially ones running teardown_group since the last task will be different but should not be cleaned up    https://evergreen.mongodb.com/task/performance_linux_wt_standalone_compile_deaf23e643efa664338d602b419589639409b33a_19_07_12_20_23_52""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-9185","07/16/2019 22:07:48",0,"Vendor mongorpc and ftdc ""These dependencies are necessary for implementing a Jasper service built on the mongo wire protocol.""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-8470","07/17/2019 01:34:33",1,"github.com/mongodb/grip (and github.com/mongodb/ftdc) are broken on !linux ""https://github.com/mongodb/grip/pull/56 started depending on CPUTick from https://github.com/shirou/gopsutil, but that only defines CPUTick for linux.""","",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"EVG-6454","07/17/2019 15:26:00",2,"Evergreen patch attaches to wrong enterprise commit ""In the patch [here|https://evergreen.mongodb.com/version/mongodb_mongo_master_8696830b93eaea25cb8573a3b63db52d283933da] evergreen selects the wrong enterprise commit. At the time, the head of enterprise was {{011070b30a821083e6605151b50bcfb6a9018647}} whereas the patch chose {{d7d8e25ecb4b027d018ffd200e20bdcae2b0d066}}.""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6455","07/17/2019 15:51:38",2,"Spawn host doesn't have patch applied for tasks from certain patch builds ""Clicking the """"Spawn..."""" link in https://evergreen.mongodb.com/task/jstestfuzz_self_tests_unittest_t_test_linux_patch_d0fa191e0eb6d78ec5eab02c5aad1ff57229acaa_5d2de7f33627e048a6091b7c_19_07_16_15_06_28 leads to a {{/data/mci/source-jstestfuzz-self-tests-d0fa19/}} directory checked out to the appropriate commit but without the patch applied.    From discussing with [~john.liu] a bit over Slack, I've also found that {{evergreen fetch}} fails for tasks from other patch builds:    ""","  $ evergreen fetch --source --task mongodb_mongo_master_enterprise_rhel_70_64_bit_external_auth_patch_386dc8c2ab8c886ca84a4111493ed93796099008_5cfeb94be3c3313e378de265_19_06_10_20_13_03 --token <your own token>  ...  HEAD is now at 91730c3 SERVER-40442 Support multiple ldap query bind passwords at runtime  error: unrecognized input  exit status 128  ",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6456","07/17/2019 19:48:11",2,"Move the API client to the app's context ""Rather than passing it into every component. Also will probably need to rename the context object""","",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"EVG-9173","07/19/2019 16:17:32",0,"Prevent duplicate tags within process info creation options ""The tags in the ProcessInfo's CreateOptions currently duplicate append tags in the CreateOptions passed into newBasicProcess/newBlockingProcess.""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-9154","07/19/2019 19:22:08",1,"Integrate wire protocol POC ""The POC implements the bare-bones manager functionality. It needs to still be cleaned up, implement the process functionality, and tested.""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-8878","07/22/2019 16:36:32",0,"Omit server name field from rpc credentials ""Server name should not be marshalled as part of the RPC credentials since it is only used as an in-memory way of handling the case in which the name on the TLS certificate doesn't match the host name.""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
