"issuekey","created","storypoint","context","codesnippet","t_Bug","t_Enhancement.Request","t_Story","t_Task","t_Epic","c_Build..Distributions","c_Modules..XML..XSLT..XPath..SXC","c_Core...other.","c_Core..Routing...Filters","c_Build..Libraries...Dependencies","c_Modules..CXF","c_Transport..FTP...SFTP","c_Transport..Quartz","c_Core..Components","c_Transport..HTTP.S....Jetty","c_Core..Exception.Handling","c_Core..Transports","c_Transport..JMS","c_Core..Containers","c_Core..Logging","c_Build...other.","c_Mule.Core","c_Core..API","c_Module..APIKit","c_Modules...other.","c_Build..Integration.Tests","c_Transport..JDBC","c_Core..Concurrency...Threading","c_Build..Maven","c_Core..Event.Message","c_Modules..Devkit.Support","c_Core..Transactions","c_Transport..AJAX","c_Core..Streaming","c_Transport..Email","c_Modules..XA.Transactions","c_Core..Queues..SEDA....Persistence","c_Core..Flow","c_Core..Domains.shared.resources","c_Transport..TCP...UDP...SSL...Multicast","c_Core..Bootstrap...Standalone","c_Modules..WS.Consumer","c_Core..Deployment","c_Tools","c_Core..Configuration","c_Core..Registry","c_Build..JDK.Compatibility","c_Core..Services","c_Core..Transformers","c_Core..Properties","c_Core..Watermark","c_Core..Expressions","c_Examples...Tutorials","c_Transport..VM","c_Modules..Management...JMX","c_Modules..HTTP","c_Core..Endpoints","c_Core..Lifecycle","c_Extensions.API","c_Transport..File","c_Schema","c_Documentation...Website","c_Tools..Archetypes","c_Modules..Security..Spring.Security..Acegi..PGP..WS.Security.","c_Modules..Jersey","c_Batch","c_Core..Sessions","c_Core..Non.Blocking","c_Transport..Axis","c_Transport..XMPP..Jabber.","c_Extensions","c_sdk","c_e..DataSense","c_Modules..File","c_Core..DSL.processing","c_Core..Classloading","c_Test..Testing.Framework","c_Modules..FTP","c_Modules..Email","c_Extensions..Maven.Plugin","c_Core..Agents","c_Modules..MuleClient","c_Modules..Sockets","c_Core..Policies","c_jms.module","c_Tooling.Client","c_Core..Request.Reply","c_soap","c_mule4","c_Service..HTTP","c_Modules..RSS...ATOM","c_Core..ObjectStore","c_Debugger","c_Interception.API","c_Service..SOAP","c_Connector..DB","c_Tooling.API","c_Module..Aggregators","c_Connector..ObjectStore","c_core..Notifications","c_Modules..OAuth","c_Connector..VM","c_Service..Scheduling","c_SDK.AST","c_Mule.Runtime"
"MULE-10480","09/06/2016 18:40:33",5,"Move deployment code to its own module ""Move deployment code to its own module""","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MULE-10481","09/06/2016 21:08:21",3,"Email: Add pagination support for the list operation. ""Now the SDK has pagination support, and we should make the list operation paginable.  Remember to modify Email's spec to reflect this change.""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MULE-10482","09/06/2016 21:40:58",5,"Replace Geronimo dependencies with javax  ""We should consider upgrading all spec libraries to the latest version of the javax flavor and remove Geronimo packages from the distribution.    - J2EE  - JMS  - EJB  - JAX-RPC  - Servlet""","",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MULE-10484","09/07/2016 19:01:44",0,"ArtifactClassLoaderRunner - Improve exportPluginClasses to only export classes of the plugin that contains those classes ""While migrating extensions there was this need for exporting classes from the plugin/extension that are not exposed. The tests need to access them for testing the features but they are not supposed to be exported as part of the API.  MULE-10144 implements a way to allow exporting particular classes for plugins/extensions but these set of classes is exported by all the plugins/extensions due to there is no way to match which plugin/extensions contains those classes.  Find a way to improve this.    h5. Proposed solution  It should only be allowed to export classes for the rootArtifact if it is a plugin, therefore you would only be able to export classes when doing functional tests from the same plugin that is exporting those classes""","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MULE-10485","09/07/2016 21:31:17",2,"ArtifactClassLoaderRunner - Add support for reading the maven-shade-plugin configuration using Xpp3 Maven API ""While reading if the pom has maven-shade-plugin during the Workspace findArtifact resolution it would be nice to read the settings of the plugin in order to avoid hardcoding the dependency-reduced-pom.xml file name for reduced pom.""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MULE-10488","09/08/2016 04:47:06",5,"Allow on-error-* to handle several error types ""Need to support OR operator.""","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MULE-10491","09/08/2016 14:21:03",5,"Add missing UI TypeAnnotations to improve the POJOs support ""*Add missing UI TypeAnnotations to improve the POJOs support*    * Nowadays the ExtensionModel have several {{ModelProperty}} that contribute on how to render a UI:  ** *LayoutModelProperty*  *** Whether is a password  *** Whether is a text  *** The order of the element  *** Group  *** Tab  ** *DisplayModelProperty*  *** DisplayName  *** Summary    Some of these information there is no way to contribute to a {{MetadataType}} because a {{TypeAnnotation}} is missing and in some other cases the {{MetadataType}} is not contributed correctly.""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MULE-10495","09/08/2016 16:21:31",5,"Improve test infrastructure for creating Events/Messages ""Review how messages/events are created. Migrate to use the builder.""","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MULE-10497","09/08/2016 16:23:37",8,"Microbenchmark event/message creation/copying/usage ""Update and run benchmarks.""","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MULE-10498","09/08/2016 16:32:30",2,"Review exported extension plugins when packaging. ""We should remove the capability to specify exported plugins in the <pluginDependencies> property and move to what the was defined to solve the classloading and testing issues.    Also add tests for this feature.  ""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MULE-10500","09/08/2016 18:14:28",0,"SoapFaultException must keep the original SoapFault ""When building a SoapFaultException, certain attributes of the original SoapFault are being kept. Instead, reference to the SoapFault itself should be kept.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MULE-10501","09/08/2016 18:42:44",8,"ArtifactClassLoaderRunner - Add unit tests for Aether classification process ""In order to support multiple versions for different artifacts (plugin/container) the classification process for the class loader isolated runner has been changed to use Eclipse Aether (Maven resolution API).  This code needs to be tested in order to avoid having to run all the tests that use the runner to check if a change there breaks something else.""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MULE-10502","09/08/2016 19:08:46",1,"Custom URL path in JMX management module is not working ""Since the host attribute was deprecated, JMX urls with a custom path are not being correctly parsed, and the default */server* is always used as the path.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MULE-10503","09/08/2016 21:35:36",1,"DSLSyntaxElement element name is not populated if the paramter has the @Text annotation ""For Database and Email extensions, some parameter are annotated with the @Text annotation.  {code}  public FooPojo {    @Text    @Parameter    private String superField;  }  {code}    When resolving the DSLElementSyntax using its metadata type, and getting the DSLElementSyntax for the field annotated with @Text,  the resulting DSLElementSyntax has an empty element name.     Without a name, we cannot persist it in the XML.    {code:java}      String fieldName = """"superField"""";      DslElementSyntax resultFromMetadata = getSyntaxResolver().resolve(parameterModel.getType()); //This is a FooPojo      DslElementSyntax metadataFieldDsl = getChildFieldDsl(fieldName ,resultFromMetadata);      assertElementName(fieldName ,metadataFieldDsl); //This fails  {code}""","  public FooPojo {    @Text    @Parameter    private String superField;  }        String fieldName = """"superField"""";      DslElementSyntax resultFromMetadata = getSyntaxResolver().resolve(parameterModel.getType()); //This is a FooPojo      DslElementSyntax metadataFieldDsl = getChildFieldDsl(fieldName ,resultFromMetadata);      assertElementName(fieldName ,metadataFieldDsl); //This fails  ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MULE-10505","09/08/2016 22:11:28",8,"Make mule-module-file-common an artifact plugin ""File common modules is currently distributed in the container an exposed in the API. File, FTP and FTPS extensions depend on that module.  As now plugins can depend on other plugins, file common must be removed from the container and converted in to an artifact plugin.""","",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MULE-10506","09/08/2016 22:34:53",3,"File workingDir attribute should be at the file:connection level ""The file connector has the workingDir at the configuration level. This means that the connection provider of file is not considering it when doing connection testing. That should be used since it may be that the configured folder does not exists.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MULE-10507","09/08/2016 22:40:29",0,"OAuth Authorization in HTTP Requester redirection URL only works on localhost ""The redirectionUrl needs to be something ESB can listen on as the callback(generated dynamic flow) will be using it. As a result, in CloudHub, this can only be using host: 0.0.0.0    However, when OAuth provider authenticates the login and send an HTTP response with a 'location' header of """"http://0.0.0.0:8081/callback"""", the browser is not able to corelate it to the one exposed by the application, which should be http://appName.cloudhub.io/callback.    We need an extra attribute, say 'ExternalRedirectionURL', to send to the remote OAuth provider, so that, when the OAuth provider returns the redirect, it's going to the ExternalRedirectionURL, which eventually will land on the redirectionURL where the ESB runtime is listening on.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MULE-10509","09/09/2016 15:52:09",2,"Migrate HTTP extension to depend on Sockets extension as plugin dependency ""As MULE-9867 added support for extension/plugins dependencies HTTP extension has to be migrated to use this new approach.""","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MULE-10513","09/09/2016 16:16:23",1,"ArtifactClassLoaderRunner - Check how DSL metadata is generated for extensions ""org.mule.functional.api.classloading.isolation.ExtensionPluginMetadataGenerator is generating DSL metadata at the end when all the extensions were registered and its manifest created.  These means that spring stuff and xsds are created at that point to only one folder, actually it is added this URL to every plugin.    Check if this (having the whole metadata on each plugin resources) would have a problem with Extensions Runtime.""","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MULE-10514","09/09/2016 16:25:12",8,"ArtifactClassLoaderRunner - Refactor to encapsulate Aether API inside the runner implementation ""The following packages had to be exported as part of the migration to Aether, refactor the code to avoid exposing this as part of the API:    ""","  org.eclipse.aether.resolution  org.eclipse.aether.version  org.eclipse.aether.artifact  org.eclipse.aether.transfer  org.eclipse.aether  org.eclipse.aether.installation  org.eclipse.aether.graph  org.eclipse.aether.collection  org.eclipse.aether.deployment  org.eclipse.aether.repository  org.eclipse.aether.metadata  ",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MULE-10516","09/09/2016 17:35:58",5,"Declare config-ref attribute as a reference in the ComponentBuildingDefinition ""The SDK must declare the attributes pointing to pojos config-ref attribute as a reference when defining the component building definition of the operations.    Mule needs to know about the reference parameters in the config in order to clearly know the dependencies between different components in the configurations.    This let us create an isolated component together with it dependencies.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MULE-10517","09/09/2016 18:01:49",2,"Add information on the EventContext about the origin of its events ""Notifications should contain this information. This will allow the system receiving this notifications to identify the source of those events. Currently, it is containing the name of the xml element for the source or the url of the inbound endpoint for compatibility module.    Some more data that would make sense:    * name of the receiving flow construct  * name of the module and operation of the connector receiving the event""","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MULE-10519","09/09/2016 18:16:45",8,"Move all exception classes away from MessagingException ""We need to hide MessagingException as much as possible and expose the exceptions that might make it to the user. This will mean no more """"causedBy"""" and restoring the behaviour in MessageVariableResolverFactory when handling """"exception"""" to stop wrapping it.""","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MULE-10520","09/09/2016 18:18:50",2,"Add test cases for routers and error handling ""We need to make sure that when a router fails it throws RoutingExceptions (ROUTING error type) but when an inner route fails the original exception is available.""","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MULE-10523","09/11/2016 17:23:55",2,"Exported elements are not in the list of types in the extension-model.json ""None of the exported types is populated in the types field of the extension-model.json    Check the sockets extension org.mule.modules:mule-module-sockets for example.    TcpClientSocketProperties should be in the list of types, but it is not.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MULE-10528","09/12/2016 16:40:17",3,"Do not allow UNKNOWN to be handle as error type in the config ""We should only use the UNKNOWN error type internally and not let the user use it in the config.    This is because we will probably have many UNKNOWN error types that we would be moving to specific error types in minor versions. If we let the user catch UNKNOWN, then if we change those we would be breaking backwards compatibility. In such case the users can use the ANY error type.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MULE-10529","09/12/2016 21:30:22",5,"Changes in metadata serialization for improved agent error handling ""Change metadata serialization API""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MULE-10530","09/12/2016 22:38:34",3,"Rename and make optional the ""key"" attribute of HTTP request operation ""The """"key"""" attribute is necessary for metadata resolution since we are returning an Object, however it should A) be named something like """"outputType"""" and B) be optional using the ANY type as default. Once MULE-10377 is done, this can be addressed.""","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MULE-10531","09/13/2016 04:06:50",1,"Migrate HTTP test that needs to access plugin classes from IT test to Functional Test Case in HTTP Extension ""MULE-9702 added test for HTTP extension, as part of isolation runner modifications classes cannot be exported for plugins except if the rootArtifact is the plugin that those classes belong to.  Currently only two tests would need to be moved to HTTP extension test folder:  org.mule.test.module.http.functional.requester.HttpRequestFunctionalTestCase  org.mule.test.module.http.functional.requester.HttpRequestProxyConfigTestCase  ""","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MULE-10532","09/13/2016 05:33:29",2,"ArtifactClassLoaderRunner - Add support for sharing libraries/modules between plugins ""MULE-9867 require to be supported from ArtifactClassLoaderRunner""","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
