"issuekey","created","storypoint","context","codesnippet","t_Task","t_Bug","t_Improvement","t_New.Feature","c_Storage","c_Indexing","c_Testing.Infrastructure","c_WiredTiger","c_Shell","c_Performance","c_Diagnostics","c_Build","c_Packaging","c_Replication","c_MapReduce","c_Sharding","c_Logging","c_Catalog","c_Concurrency","c_Internal.Code","c_Upgrade.Downgrade","c_Querying","c_Networking"
"SERVER-40241","03/20/2019 17:44:38",3,"Have resmoke.py log an invocation for local usage ""The changes from SERVER-28785 made it so resmoke.py writes its own command line arguments to stdout. This enables Server engineers to avoid doing mental bash evaluation to determine what command line arguments the """"run tests"""" will synthesize and pass to resmoke.py. The command line arguments for [this aggregation task|https://evergreen.mongodb.com/task/mongodb_mongo_master_enterprise_rhel_62_64_bit_aggregation_6f083bd87264e9d9c3d637fae62103c36a65316a_19_03_11_19_56_34] include a large number of details and metadata that are specific to how we run tests in Evergreen.        A more compact form for an engineer to run would look like:        The changes from this ticket should add a new log message after [this line|https://github.com/mongodb/mongo/blob/r4.1.9/buildscripts/resmoke.py#L147] containing the simplified resmoke.py invocation.    {code:python}  self._resmoke_logger.info(""""verbatim resmoke.py invocation: %s"""", """" """".join(sys.argv))  if config.EVERGREEN_TASK_ID:      args = ...      self._resmoke_logger.info(""""resmoke.py invocation for local usage: %s"""", """" """".join(args))  {code}    It must therefore do the following:    * Always log the program name as \{{buildscripts/resmoke.py}} even though in Evergreen we run the wrapper script \{{buildscripts/evergreen_run_tests.py}}.  * Always log the non-generated version of the test suite name. The \{{buildscripts/evergreen_generate_resmoke_tasks.py}} script generates new resmoke.py YAML suite files in order to be able to dynamically split the test suite into multiple Evergreen task which may run concurrently. Handling this behavior can be achieved by propagating \{{self.config_options.suite}} as a new \{{\-\-originSuite}} command line option to resmoke.py through [the \{{_generate_resmoke_args()}} function|https://github.com/mongodb/mongo/blob/r4.1.9/buildscripts/evergreen_generate_resmoke_tasks.py#L289-L294].  ** The sub-suite definitions are uploaded to Evergreen in the \{{*_gen}} task as """"Generated Task Config"""" but we don't really want engineers to have to worry about using them.  * Always remove the command line options not seen in the compact form above. The implementation should explicitly list the command line options to remove so that new ones still appear by default. It might be possible to be a little clever about trying to remove all the options from [the \{{evergreen_options}} group|https://github.com/mongodb/mongo/blob/r4.1.9/buildscripts/resmokelib/parser.py#L255] so that new ones added to that section never appear.""","  [2019/03/11 20:41:06.323] [resmoke] 2019-03-11T20:41:06.322+0000 resmoke.py invocation: buildscripts/evergreen_run_tests.py --suites=aggregation --storageEngine=wiredTiger --jobs=4 --shuffle --continueOnFailure --storageEngineCacheSizeGB=1 --tagFile=etc/test_retrial.yml --log=buildlogger --staggerJobs=on --buildId=mongodb_mongo_master_enterprise_rhel_62_64_bit_6f083bd87264e9d9c3d637fae62103c36a65316a_19_03_11_19_56_34 --distroId=rhel62-small --executionNumber=0 --projectName=mongodb-mongo-master --gitRevision=6f083bd87264e9d9c3d637fae62103c36a65316a --revisionOrderId=24937 --taskId=mongodb_mongo_master_enterprise_rhel_62_64_bit_aggregation_6f083bd87264e9d9c3d637fae62103c36a65316a_19_03_11_19_56_34 --taskName=aggregation --variantName=enterprise-rhel-62-64-bit --versionId=mongodb_mongo_master_6f083bd87264e9d9c3d637fae62103c36a65316a --archiveFile=archive.json --reportFile=report.json --perfReportFile=perf.json    buildscripts/resmoke.py --suites=aggregation --storageEngine=wiredTiger --jobs=4 --shuffle --continueOnFailure --storageEngineCacheSizeGB=1    self._resmoke_logger.info(""""verbatim resmoke.py invocation: %s"""", """" """".join(sys.argv))  if config.EVERGREEN_TASK_ID:      args = ...      self._resmoke_logger.info(""""resmoke.py invocation for local usage: %s"""", """" """".join(args))  ",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-40245","03/20/2019 19:37:34",1,"Use attach.artifacts to link to GitHub wiki from every task page ""[The {{attach.artifacts}} command|https://github.com/evergreen-ci/evergreen/wiki/Project-Commands#attach-artifacts] takes a JSON file containing an array of links to include in the """"Files"""" section of the task page. A link to https://github.com/mongodb/mongo/wiki/Running-Tests-from-Evergreen-Tasks-Locally should be added for any Evergreen task that calls the """"run tests"""" function.    ""","  [    {      """"name"""": """"Running Tests from Evergreen Tasks Locally"""",      """"link"""": """"https://github.com/mongodb/mongo/wiki/Running-Tests-from-Evergreen-Tasks-Locally"""",      """"visibility"""": """"public""""    }  ]  ",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-40339","03/26/2019 16:44:58",3,"Resmoke doesn't always show output from failing python unittests ""See: https://evergreen.mongodb.com/task_log_raw/mongodb_mongo_master_enterprise_rhel_62_64_bit_buildscripts_test_patch_e35e8076dbddc863205cf24517e1b16dc9104d07_5c9a4bcad1fe075bd51ca0ad_19_03_26_15_57_00/0?type=T    The test_burn_in_tests.py failed with -2 but no output is shown.""","",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-40415","04/01/2019 17:01:21",1,"Tempfile cleanup from test_adb_monitor.py ""Tempfiles are not cleaned up in test_adb_monitor.py    The code which creates a named temp file, should also specify a temp_dir:      Should be:  ""","              arg_test_file = tempfile.NamedTemporaryFile(delete=False).name                arg_test_file = tempfile.NamedTemporaryFile(dir=self.temp_dir, delete=False).name  ",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-40418","04/01/2019 17:53:29",3,"Refactor test_adb_monitor to not use files when testing ""We should mock out all the file creation, and subprocess invocations, when testing adb_monitor.""","",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-40421","04/01/2019 18:50:15",1,"Add failpoint to skip doing retries on WiredTiger prepare conflicts ""An operation within WiredTiger that attempts to get or set a value which has been prepared by another transaction may have a {{WT_PREPARE_CONFLICT}} error returned. (Note that until SERVER-40176 is addressed, this also applies to operations which may scan over such data.) The MongoDB layer then enqueues these operations to be retried after a prepared transaction has committed or aborted. In order to allow the rollback fuzzer to generate randomized insert, update, and delete operations that may prepare conflcits without hanging, it would be useful to add a failpoint to [the {{wiredTigerPrepareConflictRetry()}} function|https://github.com/mongodb/mongo/blob/a3c7bdb31e949cfd11c2c9e24f9a04dfd6c22ba1/src/mongo/db/storage/wiredtiger/wiredtiger_prepare_conflict.h#L56] where it doesn't do any retry logic and instead has the command fail with a {{WriteConflict}} error response.""","",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"SERVER-40468","04/04/2019 05:28:15",1,"Allow RollbackTest fixture to skip collection validation when restarting node ""The validate command requires a collection X lock, which cannot be acquired if there are outstanding transactions running on the server. The rollback fuzzer may attempt to call {{RollbackTest#restartNode()}} after having started transactions on the server. [The {{RollbackTest#restartNode()}} method|https://github.com/mongodb/mongo/blob/4459b439700f096a7b6287fdddde592db8934fe2/jstests/replsets/libs/rollback_test.js#L391] should therefore take an optional {{skipValidation}} boolean and pass it through to [the {{rst.stop()}} call|https://github.com/mongodb/mongo/blob/4459b439700f096a7b6287fdddde592db8934fe2/jstests/replsets/libs/rollback_test.js#L422].    The {{RollbackTest#transitionToSteadyStateOperations()}} method should also be updated to take an optional {{skipDataConsistencyChecks}} boolean (wrapped in an object so it's effectively a named parameter) that acts as a syntactic alternative to the usage of {{expectPreparedTxnsDuringRollback}} as a way to avoid calling {{checkDataConsistency()}}.""","",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"SERVER-40469","04/04/2019 05:29:24",1,"Remove the expectPreparedTxnsDuringRollback parameter to the RollbackTest constructor ""This is follow-up work around SERVER-40468 after the corresponding changes are made to the rollback fuzzer. The {{expectPreparedTxnsDuringRollback}} parameter also isn't aptly named because any outstanding transactions would prevent the ability to run the data consistency checks, not just prepared transactions.""","",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"SERVER-40470","04/04/2019 07:49:02",3,"Use roundup_timestamp API instead of round_to_oldest ""WT-4640 is deprecating the {{round_to_oldest}} API in favour of {{roundup_timestamp=(read=true)}}. Server needs to use the new API before {{round_to_oldest}} is removed from WiredTiger. This ticket is to address this change.""","",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-40486","04/04/2019 21:58:33",2,"Remove Test Lifecycle code ""We are no longer using the Test Lifecycle code. We should go through and remove the code executing it. This would include the references in etc/evergreen.yml, buildscripts/fetch_test_lifecycle.py, buildscripts/update_test_lifecycle.py, and any other related files.    ----    As a server engineer,  I want the test lifecycle code removed.  so that I don't have to spend time maintaining it.    ----    AC  * etc/evergreen should not run any test_lifecycle related tasks.  * test lifecycle scripts (and tests for them) should be removed from mongo repository.""","",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-40518","04/07/2019 23:31:25",1,"backup_restore*.js tests send SIGTERM to resmoke.py and may leak mongo shell running FSM workloads ""Sending a SIGTERM to resmoke.py causes the Python process to immediately exit (it doesn't register a handler for that signal like the server does) without waiting for any of the mongo shell processes it spawned to also exit (though they also receive the SIGTERM signal). This means if resmoke.py was in the midst of spawning a mongo shell process to run an FSM workload, then it could continue to run (i.e. be leaked) even after the parent resmoke.py process exits.""","",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-40532","04/08/2019 19:02:21",1,"""check binary version"" doesn't pip install evgtest-requirements.txt when bypass_compile is true ""We're seeing patch builds failing in Evergreen due to missing python modules when bypass_compile is not set to false.    [Check binary version|https://github.com/mongodb/mongo/blob/73e719a1ee1c174a3131e19b537b3ae8aa958dad/etc/evergreen.yml#L498-L526] is what should be pip installing the requirements but it exits early on patch builds.""","",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-40550","04/09/2019 19:20:12",2,"Refactor job.py to support mock of time.time ""The tests for {{buildscripts/resmokelib/testing/job.py}} mock out {{time.time}}. However this is faulty, as {{time.time}} can be called from other logging calls, while the test is active. A cleaner solution would be to move {{time.time}} into a helper function which is then mocked:        Test code in {{buildscripts/tests/resmokelib/testing/test_job.py}}  ""","      @staticmethod      def _get_time():          return time.time()            mock_time = MockTime(increment)          job_object = UnitJob(suite_options)          self.queue_tests(self.TESTS, queue, queue_element.QueueElemRepeatTime, suite_options)          job_object._get_time = mock_time.time          job_object._run(queue, self.mock_interrupt_flag())  ",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-40589","04/11/2019 19:33:27",1,"find command should validate  $_internalReadAtClusterTime is not null ""The 'find' command will hit an invariant failure [here|https://github.com/mongodb/mongo/blob/a13c018b51465b04027adee28fd79fd82ed4575b/src/mongo/db/commands/find_cmd.cpp#L330] when a command sends a null timestamp, Timestamp(0,0).""","",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-40592","04/11/2019 19:57:03",2,"Uncaught exception in resmoke.py job thread due to logkeeper unavailability when tearing down fixture ""[The call to {{teardown_fixture()}}|https://github.com/mongodb/mongo/blob/a13c018b51465b04027adee28fd79fd82ed4575b/buildscripts/resmokelib/testing/job.py#L102] should happen in a try/except block.  * If there's a {{buildscripts.resmokelib.errors.LoggerRuntimeConfigError}} exception, then we should record the message with {{self.logger.error(""""%s"""", err)}} to the task logs.  * If there's some other kind of exception, then we should record the message and Python stacktrace with {{self.logger.exception(""""Encountered an error when tearing down %s: %s"""", self.fixture, err)}} to the task logs. We should additionally set the {{teardown_flag}}.    ""","  [2019/04/08 21:07:45.443] Exception in thread Thread-1:  [2019/04/08 21:07:45.443] Traceback (most recent call last):  [2019/04/08 21:07:45.443]   File """"/opt/mongodbtoolchain/revisions/94dac13bc8c0b50beff286acac77adeb2e81761e/stow/python3-v3.lJe/lib/python3.7/threading.py"""", line 917, in _bootstrap_inner  [2019/04/08 21:07:45.443]     self.run()  [2019/04/08 21:07:45.443]   File """"/opt/mongodbtoolchain/revisions/94dac13bc8c0b50beff286acac77adeb2e81761e/stow/python3-v3.lJe/lib/python3.7/threading.py"""", line 865, in run  [2019/04/08 21:07:45.443]     self._target(*self._args, **self._kwargs)  [2019/04/08 21:07:45.443]   File """"/data/mci/6e26eb78c635416bfda724f51d2fa812/src/buildscripts/resmokelib/testing/job.py"""", line 102, in __call__  [2019/04/08 21:07:45.443]     if teardown_flag is not None and not self.teardown_fixture():  [2019/04/08 21:07:45.443]   File """"/data/mci/6e26eb78c635416bfda724f51d2fa812/src/buildscripts/resmokelib/testing/job.py"""", line 64, in teardown_fixture  [2019/04/08 21:07:45.443]     test_case(self.report)  [2019/04/08 21:07:45.443]   File """"/opt/mongodbtoolchain/revisions/94dac13bc8c0b50beff286acac77adeb2e81761e/stow/python3-v3.lJe/lib/python3.7/unittest/case.py"""", line 663, in __call__  [2019/04/08 21:07:45.443]     return self.run(*args, **kwds)  [2019/04/08 21:07:45.443]   File """"/opt/mongodbtoolchain/revisions/94dac13bc8c0b50beff286acac77adeb2e81761e/stow/python3-v3.lJe/lib/python3.7/unittest/case.py"""", line 588, in run  [2019/04/08 21:07:45.443]     result.startTest(self)  [2019/04/08 21:07:45.443]   File """"/data/mci/6e26eb78c635416bfda724f51d2fa812/src/buildscripts/resmokelib/testing/report.py"""", line 112, in startTest  [2019/04/08 21:07:45.443]     test.logger)  [2019/04/08 21:07:45.443]   File """"/data/mci/6e26eb78c635416bfda724f51d2fa812/src/buildscripts/resmokelib/logging/loggers.py"""", line 205, in new_test_logger  [2019/04/08 21:07:45.443]     """" test_id"""".format(test_basename))  [2019/04/08 21:07:45.443] buildscripts.resmokelib.errors.LoggerRuntimeConfigError: Encountered an error configuring buildlogger for test job0_fixture_teardown: Failed to get a new test_id  ",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-40663","04/16/2019 14:57:39",1,"Reduce Frequency of Sys Perf WT_Develop variants until adoption can occur ""In a recent performance meeting we discussed that there was limited value for the storage engines team to have the wt_develop variants running. We believe there may be value in:   - A new adoption push in which we train the team on Perf Discovery   - Value for the perf build baron    Until we flesh that out, we want to reduce the spend by setting the frequency of these tests to run on a weekly (instead of daily) basis.    Acceptance Criteria:   - Update Sys Perf Master Evergreen Project to change all wt_develop variants to run weekly   - Send an email to perf interest and downstream changes (if applicable)""","",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-40690","04/17/2019 16:02:28",2,"Create more lightweight Enterprise Windows build variant that's required for patch builds ""The Enterprise Windows 2008R2 build variant runs a number of Evergreen tasks that appear (at least empirically) to be redundant with the list of tasks that run on some of the required Linux build variants. We should create a new variant with a task list similar to the following    {code:yaml}  - name: enterprise-windows-64-2k8-required    display_name: """"! Enterprise Windows 2008R2""""    modules:    - enterprise    run_on:    - windows-64-vs2017-test    expansions: ...  # Use an anchor/alias to avoid duplicating these    display_tasks:    - *dbtest    tasks:    - name: compile_TG      requires:      - name: burn_in_tests_gen      - name: verify_pip      distros:      - windows-64-vs2017-compile    - name: burn_in_tests_gen    - name: verify_pip    - name: buildscripts_test    - name: dbtest_TG      distros:      - windows-64-vs2017-compile    - name: noPassthrough_gen  {code}    and update the {{display_name}} of the {{enterprise\-windows\-64\-2k8}} build variant to be """"* Enterprise Windows 2008R2"""" in order to reflect it has a {{batchtime}} of 1 hour but isn't a required build variant. The definition of the {{required}} alias in the Evergreen database must also be updated to include {{enterprise\-windows\-64\-2k8\-required}} rather than {{enterprise\-windows\-64-2k8}}.  ""","  - name: enterprise-windows-64-2k8-required    display_name: """"! Enterprise Windows 2008R2""""    modules:    - enterprise    run_on:    - windows-64-vs2017-test    expansions: ...  # Use an anchor/alias to avoid duplicating these    display_tasks:    - *dbtest    tasks:    - name: compile_TG      requires:      - name: burn_in_tests_gen      - name: verify_pip      distros:      - windows-64-vs2017-compile    - name: burn_in_tests_gen    - name: verify_pip    - name: buildscripts_test    - name: dbtest_TG      distros:      - windows-64-vs2017-compile    - name: noPassthrough_gen  ",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-40702","04/17/2019 21:58:52",1,"resmoke.py should wait for subprocesses it spawned to exit on KeyboardInterrupt ""[resmoke.py doesn't wait for the job threads running tests to exit when they are interrupted by the user|https://github.com/mongodb/mongo/blob/b6d336bee9c7adb334333bcb22c432d376458af3/buildscripts/resmokelib/testing/executor.py#L145-L185]. It instead relies on the SIGINT being received by all the processes in the process group to exit on their own quickly. While this may reduce the likelihood a user would interrupt resmoke.py multiple times due to it taking longer to exit, it also means that processes spawned by resmoke.py may outlive the resmoke.py Python process. This behavior has caused failures in the {{backup_restore*.js}} tests which spawns its own resmoke.py subprocess in order to run FSM workloads against a {{ReplSetTest}} instance.    We should call {{thr.join()}} even after a {{KeyboardInterrupt}} exception occurs. However, it would be convenient for users if we also logged a message (say after 2 seconds of waiting for the thread) that they can use ctrl-\ to send a SIGQUIT to all of the processes to get them to exit on Linux or ctrl-c again to get them to exit on Windows as the Job object has {{JOB_OBJECT_LIMIT_KILL_ON_JOB_CLOSE}} set. Sending a SIGQUIT is an easy way to ensure resmoke.py exits even if the mongod process is hung.    {code:python}  def _run_tests(self, test_queue, setup_flag, teardown_flag):      """"""""""""Start a thread for each Job instance and block until all of the tests are run.      Returns a (combined report, user interrupted) pair, where the      report contains the status and timing information of tests run      by all of the threads.      """"""""""""        threads = []      interrupt_flag = threading.Event()      user_interrupted = False      try:          # Run each Job instance in its own thread.          for job in self._jobs:              thr = threading.Thread(                  target=job, args=(test_queue, interrupt_flag), kwargs=dict(                      setup_flag=setup_flag, teardown_flag=teardown_flag))              # Do not wait for tests to finish executing if interrupted by the user.              thr.daemon = True              thr.start()              threads.append(thr)              # SERVER-24729 Need to stagger when jobs start to reduce I/O load if there              # are many of them.  Both the 5 and the 10 are arbitrary.              # Currently only enabled on Evergreen.              if _config.STAGGER_JOBS and len(threads) >= 5:                  time.sleep(10)            joined = False          while not joined:              # Need to pass a timeout to join() so that KeyboardInterrupt exceptions              # are propagated.              joined = test_queue.join(TestSuiteExecutor._TIMEOUT)      except (KeyboardInterrupt, SystemExit):          interrupt_flag.set()          user_interrupted = True      else:          # Only wait for all the Job instances if not interrupted by the user.          self.logger.debug(""""Waiting for threads to complete"""")          for thr in threads:              thr.join()          self.logger.debug(""""Threads are completed!"""")  {code}""","  def _run_tests(self, test_queue, setup_flag, teardown_flag):      """"""""""""Start a thread for each Job instance and block until all of the tests are run.      Returns a (combined report, user interrupted) pair, where the      report contains the status and timing information of tests run      by all of the threads.      """"""""""""        threads = []      interrupt_flag = threading.Event()      user_interrupted = False      try:          # Run each Job instance in its own thread.          for job in self._jobs:              thr = threading.Thread(                  target=job, args=(test_queue, interrupt_flag), kwargs=dict(                      setup_flag=setup_flag, teardown_flag=teardown_flag))              # Do not wait for tests to finish executing if interrupted by the user.              thr.daemon = True              thr.start()              threads.append(thr)              # SERVER-24729 Need to stagger when jobs start to reduce I/O load if there              # are many of them.  Both the 5 and the 10 are arbitrary.              # Currently only enabled on Evergreen.              if _config.STAGGER_JOBS and len(threads) >= 5:                  time.sleep(10)            joined = False          while not joined:              # Need to pass a timeout to join() so that KeyboardInterrupt exceptions              # are propagated.              joined = test_queue.join(TestSuiteExecutor._TIMEOUT)      except (KeyboardInterrupt, SystemExit):          interrupt_flag.set()          user_interrupted = True      else:          # Only wait for all the Job instances if not interrupted by the user.          self.logger.debug(""""Waiting for threads to complete"""")          for thr in threads:              thr.join()          self.logger.debug(""""Threads are completed!"""")  ",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-40749","04/19/2019 21:43:21",1,"Include execution in generated task configuration file name ""The execution number should be included in the generated.task configuration file name. Otherwise, later execution can overwrite the file, but since evergreen will no-op on reruns of generate.task, we don't actually use the new configuration. By including the execution number, we will still have the original configuration for subsequent executions of the sub-tasks.""","",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-40758","04/22/2019 16:02:20",1,"Increase the amount of memory available for logical_session_cache_replication* tasks ""There have been several instances where the OOM killer has killed a mongod process when running one of {{logical_session_cache_replication*}} tasks on Enterprise RHEL 6.2. With the {{num_jobs_available}} expansion equal to the number of CPUs, we end up running 4 tests concurrently (each using a 3-node replica set) on the {{rhel62\-small}} distro which is a c4.xlarge (4 CPU, 7.5GiB memory). We should change to use the {{rhel62\-large}} distro and limit the maximum number of resmoke.py jobs to 12. The {{rhel62\-large}} distro is a c4.4xlarge (16 CPU, 30GiB memory), so we'll end up running 12 tests concurrently, but have a larger ratio of available memory to number of concurrent tests.""","",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-40801","04/24/2019 16:50:05",1,"resmoke.py logs invalid --excludeWithAnyTags command line argument for local execution ""[The {{to_local_args()}} function serializes {{option_value}} as a string|https://github.com/mongodb/mongo/blob/18181d9825ddc62351a6ba94325a38353086248c/buildscripts/resmokelib/parser.py#L450] even when it may actually be a list. The {{\-\-excludeWithAnyTags}} and {{\-\-includeWithAnyTags}} command line options are currently the only two which use {{action=""""append""""}}.        https://evergreen.mongodb.com/task/mongodb_mongo_master_enterprise_rhel_62_64_bit_jsCore_compatibility_f202c4c1ba24b9f561e8b11dac5b04fa0eeb4919_19_04_24_14_47_53""","  [2019/04/24 15:31:06.412] [resmoke] 2019-04-24T15:31:06.412+0000 verbatim resmoke.py invocation: buildscripts/evergreen_run_tests.py --suites=core --shellReadMode=legacy --shellWriteMode=compatibility --storageEngine=wiredTiger --excludeWithAnyTags=requires_find_command --jobs=4 --shuffle --continueOnFailure --storageEngineCacheSizeGB=1 --tagFile=etc/test_retrial.yml --log=buildlogger --staggerJobs=on --buildId=mongodb_mongo_master_enterprise_rhel_62_64_bit_f202c4c1ba24b9f561e8b11dac5b04fa0eeb4919_19_04_24_14_47_53 --distroId=rhel62-small --executionNumber=0 --projectName=mongodb-mongo-master --gitRevision=f202c4c1ba24b9f561e8b11dac5b04fa0eeb4919 --revisionOrderId=25585 --taskId=mongodb_mongo_master_enterprise_rhel_62_64_bit_jsCore_compatibility_f202c4c1ba24b9f561e8b11dac5b04fa0eeb4919_19_04_24_14_47_53 --taskName=jsCore_compatibility --variantName=enterprise-rhel-62-64-bit --versionId=mongodb_mongo_master_f202c4c1ba24b9f561e8b11dac5b04fa0eeb4919 --archiveFile=archive.json --reportFile=report.json --perfReportFile=perf.json  [2019/04/24 15:31:06.414] [resmoke] 2019-04-24T15:31:06.413+0000 resmoke.py invocation for local usage: buildscripts/resmoke.py --suites=core --storageEngine=wiredTiger --continueOnFailure --excludeWithAnyTags=['requires_find_command'] --jobs=4 --shellReadMode=legacy --shellWriteMode=compatibility --shuffleMode=on --storageEngineCacheSizeGB=1  ",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-41170","04/25/2019 21:46:17",2,"Run Genny on Microbenchmarks (CBI; etc/perf.yml) ""Compile genny and run and run any workload and send to evergreen the """"legacy"""" perf.json file produced by the genny metrics post-processing (not expanded metrics yet).""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-40862","04/26/2019 21:24:53",1,"Log collection options for createCollection commands ""This involves changing this line https://github.com/mongodb/mongo/blob/8cbbba49935f632e876037f9f2d9eecc779eb96a/src/mongo/db/catalog/database_impl.cpp#L687.     This can be useful to know things like whether the collection was created as a capped collection or not. ""","",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"SERVER-40868","04/26/2019 22:33:03",1,"Log when copying source coll to temporary coll during a renameCollection across dbs ""Currently we don't log that the contents of the source coll have been copied to the temporary coll. Logging that this happened would make it easier to see that the temporary coll corresponds to the source coll.""","",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"SERVER-40895","04/29/2019 20:58:55",3,"Dynamically generate burn_in_tests for tag validation ""There are certain build variants that are only around to ensure newly added or modified tests are tagged correctly. These variants copy the flags used from other variants and just run 'compile' and 'burn_in_tests'. We could use generate.tasks to dynamically build these variants, which would make them easier to manage and remove some configuration from evergreen.  ----  As a mongo engineer,  I want a script to generate burn_in_tests for testing tagged variants  So there doesn't have to be an explicit evergreen configuration for each one.  ----  AC  * The following build variants are built dynamically and removed from etc/evergreen.yml.  ** ! Enterprise RHEL 6.2 (majority read concern off)  ** ! Linux (No Journal)""","",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-40922","04/30/2019 23:19:18",1,"Add npm install command to ""run jstestfuzz"" Evergreen function ""The """"run jstestfuzz"""" function lives [here|https://github.com/mongodb/mongo/blob/e3796fef68ec17ef475e669cd04193aac506bf58/etc/evergreen.yml#L1803] in the {{etc/evergreen.yml}} project configuration file. We'd like to remove the vendored copy of the fuzzer's dependencies from the 10gen/jstestfuzz repository. Note that removing the {{node_modules/}} directory is a """"break the world"""" kind of change where older mongodb/mongo commits will fail because the dependencies are no longer present. Until we remove the {{node_modules/}} directory, running {{npm install}} should have no effect because the versions of all the fuzzer's transitive dependencies are pinned by the {{package\-lock.json}} file. We can therefore add the {{npm install}} command now in preparation for removing the {{node_modules/}} directory and break fewer older commits.    This should happen in a {{type=system}} task so that if Artifactory is down, then the Evergreen task turns {color:purple}*purple*{color}. Note that this means it should happen before the {{shell.exec}} command to call {{npm test}} and {{npm run}}.""","",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-40923","04/30/2019 23:20:27",1,"Remove npm test command from ""run jstestfuzz"" Evergreen function ""The """"run jstestfuzz"""" function lives [here|https://github.com/mongodb/mongo/blob/e3796fef68ec17ef475e669cd04193aac506bf58/etc/evergreen.yml#L1803] in the {{etc/evergreen.yml}} project configuration file. With the introduction of the {{jstestfuzz\-self\-tests}} Evergreen project, we shouldn't need to run {{npm test}} before every execution of the fuzzer.""","",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
