"issuekey","created","storypoint","context","codesnippet","t_Improvement","t_Bug","t_New.Feature","t_Story","c_Core","c_Titanium","c_Security","c_Verification","c_Registry","c_CLI","c_Installer","c_Node.Utilities","c_Documentation","c_Markdown"
"CLI-885","11/18/2015 22:45:59",1,"Appc new should be more cautious when unable to read Ti activeSDK value When appc new failed to retrieve active Ti SDK version, following error occurred with the command {{appc new}}        h5. Reproduce steps  1. appc use 5.1.0  2. remove/rename {{.titanium/config.json}}  3. remove/rename {{Application Support/Titanium/mobilesdk}}  4. appc new    h5. Expected  result  you should see the following prompt instead of the undefined error      h5. Actual result  Project type selection prompt is not shown, and process errors out:  {{ERROR  | Cannot read property 'split' of undefined}}      ","  ERROR  | Cannot read property 'split' of undefined    ? What type of project are you creating? (Use arrow keys)  ❯ Native App     Arrow App     Titanium Module   ",0,1,0,0,0,1,0,0,0,0,0,0,0,0
"CLI-889","11/19/2015 22:20:02",5,"Windows: Using Node 4.2.2 32-bit results in failure to login h5. Description:  NOT a regression, as this occurs with CLI 5.0.4.GA as well.  DOES NOT occur with Node 4.2.2 64-bit    While trying to login on Windows with Node 4.2.2 installed, after org selection we get an error:        h5. Steps to reproduce:  1) Install Node 4.2.2 32-bit on a windows machine  2) Run {{appc login}}  3) Enter credentials and select an org    h5. Result:  Failure as see above    h5. Expected Result:  Successful login"," { [Error: tunneling socket could not be established, cause=connect ECONNREFUSED 127.0.0.1:80] code: 'ECONNRESET' }  2015-11-19T21:22:37.199Z | ERROR  | Error: tunneling socket could not be established, cause=connect ECONNREFUSED 127.0.0.1:80      at ClientRequest.onError (C:\Users\Steve Ballmer\.appcelerator\install\5.1.0-60\package\node_modules\request\node_modules\tunnel-agent\index.js:174:17)      at ClientRequest.g (events.js:260:16)      at emitOne (events.js:77:13)      at ClientRequest.emit (events.js:169:7)      at Socket.socketErrorListener (_http_client.js:259:9)      at emitOne (events.js:77:13)      at Socket.emit (events.js:169:7)      at emitErrorNT (net.js:1253:8)      at doNTCallback2 (node.js:441:9)      at process._tickCallback (node.js:355:17)  ",0,1,0,0,1,0,0,0,0,0,0,0,0,0
"CLI-893","12/01/2015 20:01:24",8,"CLI fails to find core dependencies, incorrect location.  h5. Description:  Appc CLI fails to find the core dependencies as they are not located in the correct path:       When checking the node_modules folder under apps-cli-titanium, the following modules are missing: {{alloy , titanium , appc-security , node-appc}}    h5. Steps to reproduce:  1. appc use 5.2.0-131  2. navigate to cli folder ( Default location on OSX: {{/Users/harrybryant/.appcelerator/install/5.2.0-131/package/node_modules/appc-cli-titanium/node_modules}} )  3. compare the above list of required modules to the modules found in the path location from step 2.    h5. Result:  Missing modules: {{alloy , titanium , appc-security , node-apps}}    h5. Expected Result:  Missing modules should be placed under path: {{/Users/harrybryant/.appcelerator/install/5.2.0-131/package/node_modules/appc-cli-titanium/node_modules}}","  module.exports = {      'appc-cli-titanium': [          'alloy',          'titanium',          'appc-security',          'appc-platform-sdk',          'appc-inquirer',          'node-appc'      ],  ",0,1,0,0,1,0,0,0,0,0,0,0,0,0
"CLI-895","12/02/2015 18:54:58",5,"CLI should not honor invalid url in proxy settings Studio might be writing down an invalid URL in the proxy configuration such as {{""proxyServer"": ""https://null”}}    CLI should not attempt to make a connection using this invalid URL, and it should rather attempt to remove the URL from its configuration.","",0,1,0,0,1,0,0,0,0,0,0,0,0,0
"CLI-898","12/04/2015 02:32:26",0,"In production, ""appc use"" should not display all 100 published cores in a list *Details:* Currently in production, if you run {{appc use}}, 100 published cores are displayed in a list:      This seems very unsightly and overwhelming. To make the list seem more manageable:  * The list should only display the latest ten published cores like before.  * *Or,* the list should be displayed in multiple columns.  * *Or,* there should be a pagination system either through flags or interactive prompting.","  MonkeyLord:~ wluu$ appc use  The following versions are available:    5.2.0-55   Not Installed                             5.1.0      Installed (Latest) (Active)               5.0.4      Installed                                 5.0.3      Not Installed                             5.0.2      Not Installed                             5.0.1      Not Installed                             5.0.0      Not Installed                             4.1.3      Not Installed                             4.1.2      Not Installed                             4.1.1      Not Installed                             4.1.0      Not Installed                             5.0.0-50   Not Installed                             5.0.0-40   Not Installed                             4.0.2      Not Installed                             4.1.0-0    Not Installed                             4.0.1      Not Installed                             4.0.0      Not Installed                             4.0.0-rc   Not Installed                             1.2.123    Not Installed                             0.2.285    Not Installed                             0.2.283    Not Installed                             0.2.282    Not Installed                             0.2.276    Not Installed                             0.2.273    Not Installed                             0.2.255    Not Installed                             0.2.247    Not Installed                             0.2.246    Not Installed                             0.2.242    Not Installed                             0.2.241    Not Installed                             0.2.230    Not Installed                             0.2.229    Not Installed                             0.2.228    Not Installed                             0.2.227    Not Installed                             0.2.226    Not Installed                             0.2.225    Not Installed                             0.2.224    Not Installed                             0.2.223    Not Installed                             0.2.222    Not Installed                             0.2.221    Not Installed                             0.2.220    Not Installed                             0.2.219    Not Installed                             0.2.218    Not Installed                             0.2.217    Not Installed                             0.2.216    Not Installed                             0.2.215    Not Installed                             0.2.214    Not Installed                             0.2.213    Not Installed                             0.2.212    Not Installed                             0.2.210    Not Installed                             0.2.209    Not Installed                             0.2.208    Not Installed                             0.2.207    Not Installed                             0.2.204    Not Installed                             0.2.203    Not Installed                             0.2.201    Not Installed                             0.2.200    Not Installed                             0.2.199    Not Installed                             0.2.198    Not Installed                             0.2.198    Not Installed                             0.2.197    Not Installed                             0.2.196    Not Installed                             0.2.195    Not Installed                             0.2.192    Not Installed                             0.2.191    Not Installed                             0.2.187    Not Installed                             0.2.186    Not Installed                             0.2.185    Not Installed                             0.2.183    Not Installed                             0.2.182    Not Installed                             0.2.181    Not Installed                             0.2.181    Not Installed                             0.2.180    Not Installed                             0.2.179    Not Installed                             0.2.178    Not Installed                             0.2.177    Not Installed                             0.2.176    Not Installed                             0.2.175    Not Installed                             0.2.174    Not Installed                             0.2.173    Not Installed                             0.2.172    Not Installed                             0.2.170    Not Installed                             0.2.169    Not Installed                             0.2.101    Not Installed                             0.2.101    Not Installed                             0.2.101    Not Installed                             0.2.100    Not Installed                             0.2.99     Not Installed                             0.2.98     Not Installed                             0.2.97     Not Installed                             0.2.96     Not Installed                             0.2.95     Not Installed                             0.2.46     Not Installed                             0.2.45     Not Installed                             0.2.45     Not Installed                             0.2.44     Not Installed                             0.2.43     Not Installed                             0.2.42     Not Installed                             0.2.41     Not Installed                             0.2.40     Not Installed                             0.2.39     Not Installed                   ",1,0,0,0,1,0,0,0,0,0,0,0,0,0
"CLI-899","12/04/2015 19:08:28",5,"Components being published with prerelease option should match version format m.m.p-x The components such as appc-cli can now be published with prerelease option even with a version such as 4.0.0. However, according to the prerelease semantic versioning policy, the components should match version format m.m.p-x for being published with prerelease option.    If the version is not matched with that format, then CLI should throw error message and should not publish.","",0,0,0,1,1,0,0,0,0,0,0,0,0,0
"CLI-901","12/07/2015 13:20:31",3,"Windows: appc-ti stdio can sometimes not register input On Windows, I found when attempting to switch SDKs using:        That my input was not registered and my SDK was never changed.    Although the documentation for [stdio|https://nodejs.org/api/child_process.html#child_process_options_stdio] says _inherit_ is the same as _process.stdin/stdout_, replacing the current {{[process.stdin, process.stdout, 'pipe']}} with {{['inherit', 'inherit', 'pipe']}} solves the problem.  ","  appc ti sdk select  ",0,1,0,0,0,1,0,0,0,0,0,0,0,0
"CLI-908","12/11/2015 21:28:44",3,"NPM 3 Flat node_modules Breaks CLI cli and appc-cli-titanium, at the very least, have paths inside of them that depend on nested node_modules. With npm 3, all of the dependencies and their dependencies are flatly stored in the one node_modules directory, which breaks these references in our code. We need to be less brittle with these references.    To reproduce, I am able to simply `appc use 5.2.0-155`, then try to do something like `appc ti clean` and you should see an error about not being able to find `node_modules/appc-cli-titanium/node_modules/titanium/bin/titanium`.","",0,1,0,0,1,0,0,0,0,0,0,0,0,0
"CLI-914","12/29/2015 20:29:56",2,"Jailbreak detection fails with <property name=""appc-sourcecode-encryption-policy"" type=""string"">embed</property> An application will launch on a jailbroken device with the following property:      *Expected behavior*  Application closes or displays security exception splash screen    *Actual behavior*  Application loads regardless of jailbroken state    *Tested against the following*  iPhone 6 @ 9.0.2 fails to detect JB with embed policy  iPhone 4s @ 7.1.0 fails to detect JB with embed policy    *SDK and environment*  appc ti sdk  -> 5.1.1.GA  tiapp.xml sdk -> 5.1.1.GA    *Steps to test*  1) Open test app // vanilla alloy application  2) Add valid GUID  3) run   4) Record if the app launches on a jailbroken device     *Attached files*  Example application // guid stripped from tiapp.xml  ","  <property name=""appc-sourcecode-encryption-policy"" type=""string"">embed</property>   appc run -p ios -T device ",1,0,0,0,0,1,0,0,0,0,0,0,0,0
"CLI-921","01/14/2016 19:28:37",5,"Appc alloy -v returns error When trying to run {{appc alloy -v}} I get the below error      *Steps to reproduce issue*  1. Run {{appc alloy -v}}    *Actual results*  I get the above error    *Expected results*  My alloy version is returned","  Cannot find expected binary at /Users/Eric/.appcelerator/install/5.2.0-220/package/node_modules/appc-cli-titanium/node_modules/alloy/bin/alloy. This likely means the install package at /Users/Eric/.appcelerator/install/5.2.0-220/package is invalid for version 5.2.0-220 [com.appcelerator.install.binary.missing]  ",0,1,0,0,1,0,0,0,0,0,0,0,0,0
"CLI-924","01/15/2016 20:31:13",5,"appc-security-jailbreak-detect does not prevent application launch on rooted Android device [Documentation|http://docs.appcelerator.com/platform/latest/#!/guide/tiapp.xml_and_timodule.xml_Reference-section-29004921_tiapp.xmlandtimodule.xmlReference-appc-security-jailbreak-detect] specifically says android rooted devices.   {quote}  The special property appc-security-jailbreak-detect can be used to increase the security of your application by preventing the mobile app from running on a Jailbroken (iOS) or rooted (Android) device.  {quote}    In my testing this does not work.     h2. Steps to reproduce    h3. Create app      h2. Add properties just to be extra sure that the properties in enabled  // note I test with no properties too      h2. Build the app      h3. Launch  Open the app on the device    h3. Expected vs Actual  *Expected*  App closes right away or doesn't open   *Actual*  App opens and works like a normal app","  appc new   ... choose mobile  ... chose android  ... ID is com.seth.jailbreak  cd jailbreak    <?xml version=""1.0"" encoding=""UTF-8""?>  <ti:app xmlns:ti=""http://ti.appcelerator.org"">          <id>com.seth.jailbreak</id>          <name>JailbreakApp</name>          <version>1.0</version>          <publisher>not specified</publisher>          <url></url>          <description></description>          <copyright>not specified</copyright>          <icon>appicon.png</icon>          <fullscreen>false</fullscreen>          <navbar-hidden>false</navbar-hidden>          <analytics>true</analytics>          <guid>d57bfc79-1587-443f-8244-359bc960bafa</guid>          <property name=""ti.ui.defaultunit"" type=""string"">dp</property>          <property name=""appc-security-debugger-detect"">true</property>          <property name=""appc-security-jailbreak-detect"">true</property>          <property name=""appc-sourcecode-encryption-policy"" type=""string"">remote</property>          <ios>...    appc run -p android -T device  // builds  ",0,1,0,0,0,0,0,1,0,0,0,0,0,0
"CLI-926","01/25/2016 18:18:37",2,"Error during arrow app publishing: unknown option `--username' with CLI 5.2.0-233 --username argument is not recognised with CLI  5.2.0-233          ","  kondals-MacBook-Pro:test22 kondalkolipaka$ appc publish --username kkolipaka@appcelerator.com --password xxxxx  Appcelerator Command-Line Interface, version 5.2.0-233  Copyright (c) 2014-2016, Appcelerator, Inc.  All Rights Reserved.        error: unknown option `--username'  ",0,1,0,0,1,0,0,0,0,0,0,0,0,0
"CLI-928","02/03/2016 21:57:50",8,"9.2.1 iPhone crashes when jailbreak-detect is enabled A customer has reported that a test app (source code attached) will crash on an iOS device at 9.2.1 when jailbreak-detect is setup in tiapp.xml    *Environment info*  SDK 5.1.2.GA  CLI 5.1.0    *Tested devices*  iPhone @ 9.2.1    *Test Case*       *Expected Result*  App runs basic hello world app    *Actual Result*  App crashes, no useful logs appear in the console      ","  DEBUG=* appc run --target device --platform ios -l trace    [DEBUG] Reading stylesheet from: /var/mobile/Containers/Bundle/Application/810F5C40-ADF9-4B4B-A89F-F0FCCF970643/JailbreakCrash.app/stylesheet.plist  [INFO]  JailbreakCrash/1.0 (5.1.2.ca822b2)  [DEBUG] Loading: /var/mobile/Containers/Bundle/Application/810F5C40-ADF9-4B4B-A89F-F0FCCF970643/JailbreakCrash.app/app.js, Resource: app_js  ",0,1,0,0,0,1,0,0,0,0,0,0,0,0
"CLI-931","02/04/2016 08:07:28",3,"Alloy/Titanium via Unified CLI exits with code 0 while child process exits with 1 As ""reported"" on Twitter (https://twitter.com/ercpe/status/694852549652975616), the cli interface always exits with code 0, even on build errors which makes executing it as a part of continuous integration nearly impossible.    Setup: Linux, 64 bit (haven't tried to run the build on a Mac yet).    I haven't done the initial installation of appcelerator myself, but appcelerator and titanium appears to be installed in the global node_modules directory:        Whenever i call {{appc}} or {{ti}} the binary exits with 0:            Executing the {{node}} command line from the output above fails because of the missing config json but uses a proper exit code:    ","jenkins@jbs04 ~ $ ll /usr/bin/ti  lrwxrwxrwx 1 root root 41  3. Feb 12:35 /usr/bin/ti -> ../lib/node_modules/titanium/bin/titanium  jenkins@jbs04 ~ $ ll /usr/bin/appc  lrwxrwxrwx 1 root root 41  3. Feb 09:28 /usr/bin/appc -> ../lib/node_modules/appcelerator/bin/appc    jenkins@jbs04 ~/workspace/REDACTED $ appc ti build --platform android --deploy-type production --target dist-playstore --keystore some.keystore --store-password REDACTED --key-password REDACTED  Appcelerator Command-Line Interface, version 5.1.0  Copyright (c) 2014-2016, Appcelerator, Inc.  All Rights Reserved.    [ERROR] JDK (Java Development Kit) not found.  [ERROR] If you already have installed the JDK, verify your JAVA_HOME environment variable is correctly set.  [ERROR] The JDK can be downloaded and installed from http://appcelerator.com/jdk.     jenkins@jbs04 ~/workspace/REDACTED $ echo $?  0  jenkins@jbs04 ~/workspace/REDACTED $ appc ti build --platform android --deploy-type production --target dist-playstore --keystore ~/.cit-secure/android.keystore --store-password REDACTED --key-password REDACTED  Appcelerator Command-Line Interface, version 5.1.0  Copyright (c) 2014-2016, Appcelerator, Inc.  All Rights Reserved.    Where would you like the output APK file saved? [/var/jenkins/workspace/REDACTED/dist]:      Thu Feb 04 2016 08:07:28 GMT+0100 (CET)    Operating System    Name                        = GNU/Linux    Version                     =     Architecture                = 64bit    # CPUs                      = 8    Memory                      = 16803028992    Node.js    Node.js Version             = 0.10.30    npm Version                 = 1.4.21    Titanium CLI    CLI Version                 = 5.0.5    Titanium SDK    SDK Version                 = 5.1.1.GA    SDK Path                    = /var/jenkins/.titanium/mobilesdk/linux/5.1.1.GA    Target Platform             = android    Command    /usr/bin/node /var/jenkins/.appcelerator/install/5.1.0/package/node_modules/appc-cli-titanium/node_modules/titanium/bin/titanium build --platform android --deploy-type production --target dist-playstore --keystore some.keystore --store-password REDACTED --key-password REDACTED--config-file /tmp/build-1454569642926.json --log-level info --no-banner    ...  [ERROR] Could not find all required Titanium Modules:  [ERROR]    id: REDACTED  version: latest  platform: android  deploy-type: production  [ERROR]    id: REDACTED  version: latest  platform: android  deploy-type: production  [ERROR]    id: REDACTED  version: latest  platform: android  deploy-type: production     jenkins@jbs04 ~/workspace/REDACTED $ echo $?  0  jenkins@jbs04 ~/workspace/REDACTED $ /usr/bin/node /var/jenkins/.appcelerator/install/5.1.0/package/node_modules/appc-cli-titanium/node_modules/titanium/bin/titanium build --platform android --deploy-type production --target dist-playstore --keystore some.keystore --store-password REDACTED --key-password REDACTED  --log-level info --no-banner; echo $?  [INFO]  tiapp.xml <sdk-version> set to 5.1.1.GA, but current Titanium SDK set to 5.1.2.GA  [INFO]  Forking correct SDK command: ""/usr/bin/node"" ""/var/jenkins/.appcelerator/install/5.1.0/package/node_modules/appc-cli-titanium/node_modules/titanium/bin/titanium"" ""build"" ""--sdk"" ""5.1.1.GA"" ""--no-banner"" ""--config-file"" ""/var/jenkins/.titanium/config.json"" ""--platform"" ""android"" ""--project-dir"" ""."" ""--log-level"" ""info"" ""--android-sdk"" ""/opt/android-sdk-linux"" ""--deploy-type"" ""production"" ""--key-password"" ""*******"" ""--keystore"" ""some.keystore"" ""--store-password"" ""*******"" ""--target"" ""dist-playstore""    [ERROR] Unable to open config file ""/var/jenkins/.titanium/config.json""  [ERROR] Failed to backup the config file, please manually rename/remove it  1  ",0,1,0,0,0,0,0,0,0,0,1,0,0,0
"CLI-941","02/04/2016 21:48:29",5,"Running appc access get on an unpublished app won't throw correct error h5. Description  Trying to run this command should throw up an incorrect error.    h5. Steps to Reproduce  1. Create a connector  2. Run appc access get before publishing    h5. Expected Results  Error to appear along the lines of ""The server returned an empty response.  Note that components that have not been published yet will return empty responses like this.""    h5. Actual Result  Error thrown says ""No matching component!""","",0,1,0,0,1,0,0,0,0,0,0,0,0,0
"CLI-933","02/09/2016 00:27:16",5,"Unable to unpublish appc-cli from registry # Log into the production registry  # Do `appc use`  # Find a 0.2.X-era CLI  # `appc unpublish appc-cli/appcelerator@<version>`    Error: ""ERROR  | No component found or specified for unpublish""","",0,1,0,0,1,0,0,0,0,0,0,0,0,0
"CLI-1027","02/09/2016 17:13:18",5,"Alloy: CodeAssist in the Appcelerator Studio does not work When I try to type Alloy. in my controller (index.js), I expect to get CodeAssist options for type ahead. But that does not seem be working in my Studio instance. It works when I type Ti. but does not work for Alloy.","",0,1,0,0,1,0,0,0,0,0,0,0,0,0
"CLI-934","02/09/2016 20:12:28",1,"Output warning message if appc-install is less than 4.2.3-2 AppC CLI 5.2.0 requires appc-install 4.2.3 to work, refer to linked issues for details.    ","",1,0,0,0,1,0,0,0,0,0,0,0,0,0
