"issuekey","created","storypoint","context","codesnippet","t_New.Feature","t_Bug","t_Improvement","t_Task","c_Valdator.Server","c_Go.SDK","c_Packaging","c_XO.Family","c_Documentation","c_Validator.Global.State","c_Settings.Family","c_sawtooth.core","c_Validator.Txn.Execution","c_Continuous.Integration","c_REST.API","c_Javascript.SDK","c_Python.SDK","c_PoET","c_Supply_Chain","c_Validator.Journal","c_OMI.Summer.Lab","c_Hyperledger","c_sawtooth.CLI","c_Validator.Networking","c_Burrow.EVM","c_Java.SDK","c_Private.Transaction","c_Design","c_C...SDK","c_Poet2"
"STL-374","06/05/2017 15:31:22",2,"Enter System Admin's Guide TOC into Epic description ""System Administartor's Guide     -Recommended Set-up   -Diagrams & Descriptions   -Networking  -Deployment   -Upgrading   -SGX   -Installing from Repository    -Ansible    -Install files & locations   -Validator Key Definition   -Starting with System D   -Validator Genesis  -Log Configuration   -Overview   -Default   -Configuration  -Examples  -Using a Proxy Server to Authorize the REST API   -Forwarding URL Info with Headers   -Apache Proxy Setup Guide  -Monitoring & Troubleshooting  ""","",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STL-377","06/05/2017 16:00:14",1,"Update Java SDK to pass error information in responses ""Update the Java SDK to take the current exception message and set the values on the TpProcessResponse message. This depends on STL-369's completion.""","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"STL-378","06/05/2017 16:01:24",2,"Update JavaScript SDK to pass error information in responses ""Update the Python SDK to take the current exception message and set the values on the TpProcessResponse message. This depends on STL-369's completion.""","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STL-379","06/05/2017 16:04:40",2,"Update Go SDK to pass error information in responses ""Update the Go SDK to take the current exception message and set the values on the TpProcessResponse message. This depends on STL-369's completion.""","",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STL-384","06/06/2017 00:07:09",1,"[Documentation] Environment Setup - Problem adding to /etc/apt/sources.list ""Following the steps at [https://intelledger.github.io/app_developers_guide/environment_setup.html#env-ubuntu] to setup my newly created Ubuntu 16.04.02 server, I ran into the following issue:    {{*tkuhrt@sawtooth*:*~*$ sudo echo """"deb http://repo.sawtooth.me/ubuntu/0.8/stable xenial universe"""" >> /etc/apt/sources.list}}    {{-bash: /etc/apt/sources.list: Permission denied}}    Instead, I had to manually edit /etc/apt/sources.list     ""","",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STL-385","06/06/2017 00:13:10",1,"[Documentation] Environment Setup - Sudo required ""Following [https://intelledger.github.io/app_developers_guide/intro_to_sawtooth.html#create-genesis-block] after setting up my environment on Ubuntu 16.04.02 using [https://intelledger.github.io/app_developers_guide/environment_setup.html#env-ubuntu,] I received the following error because I did not use sudo, which was not mentioned as being required on the page.    {{*tkuhrt@sawtooth*:*~*$ sawtooth admin genesis}}    {{Generating /var/lib/sawtooth/genesis.batch}}    {{Traceback (most recent call last):}}    {{  File """"/usr/lib/python3/dist-packages/sawtooth_cli/main.py"""", line 150, in main_wrapper}}{{    main()}}    {{  File """"/usr/lib/python3/dist-packages/sawtooth_cli/main.py"""", line 126, in main}}{{    do_admin(args)}}    {{  File """"/usr/lib/python3/dist-packages/sawtooth_cli/admin.py"""", line 25, in do_admin}}{{    do_genesis(args)}}    {{  File """"/usr/lib/python3/dist-packages/sawtooth_cli/admin_command/genesis.py"""", line 75, in do_genesis}}{{    with open(genesis_file, 'wb') as out_file:}}    {{PermissionError: [Errno 13] Permission denied: '/var/lib/sawtooth/genesis.batch'}}         {{*tkuhrt@sawtooth*:*~*$ ls -la /var/lib/sawtooth/}}    {{total 8}}    {{drwxr-xr-x  2 sawtooth sawtooth 4096 May 16 20:25 *.*}}    {{drwxr-xr-x 41 root     root     4096 Jun  5 14:37 *..*}}         {{*tkuhrt@sawtooth*:*~*$ sudo sawtooth admin genesis}}    {{Generating /var/lib/sawtooth/genesis.batch}}""","",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STL-386","06/06/2017 00:19:19",1,"[Documentation] App Developer Guide - Unable to create keys to run validator ""Using [https://intelledger.github.io/app_developers_guide/intro_to_sawtooth.html#start-validator,] I was unable to create keys due to incorrect path specified.  In addition, after Talking with Shawn Amudson, it seems that the wrong command was specified.    {{*tkuhrt@sawtooth*:*~*$ sawtooth keygen --key-dir /home/ubuntu/sawtooth/keys/ validator}}    {{Error: no such directory: /home/ubuntu/sawtooth/keys/}}         {{*tkuhrt@sawtooth*:*~*$ mkdir -p /home/tkuhrt/sawtooth/keys}}    {{*tkuhrt@sawtooth*:*~*$ sawtooth keygen --key-dir /home/tkuhrt/sawtooth/keys validator}}    {{writing file: /home/tkuhrt/sawtooth/keys/validator.priv}}    {{writing file: /home/tkuhrt/sawtooth/keys/validator.pub}}    However, after talking with Shawn, he recommended that I use the following command:    {{*tkuhrt@sawtooth*:*~*$ sudo sawtooth admin keygen}}    {{[sudo] password for tkuhrt:}}    {{writing file: /etc/sawtooth/keys/validator.priv}}    {{writing file: /etc/sawtooth/keys/validator.pub}}""","",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STL-387","06/06/2017 00:24:36",1,"[Documentation] Creating and Submitting Transactions - Unable to submit transactions ""Following: [https://intelledger.github.io/app_developers_guide/intro_to_sawtooth.html#creating-and-submitting-transactions] on my Ubuntu 16.04.02 install, I do not know how to submit transactions using intkey load.    *tkuhrt@sawtooth*:*~*$ intkey load -f batches.intkey    [15:32:46 WARNING load] Unable to connect to """"http://localhost:8080"""": make sure URL is correct    [15:32:46 WARNING load] Unable to connect to """"http://localhost:8080"""": make sure URL is correct    [15:32:47 WARNING load] Unable to connect to """"http://localhost:8080"""": make sure URL is correct    [15:32:47 WARNING load] Unable to connect to """"http://localhost:8080"""": make sure URL is correct    [15:32:47 WARNING load] Unable to connect to """"http://localhost:8080"""": make sure URL is correct    [15:32:47 WARNING load] Unable to connect to """"http://localhost:8080"""": make sure URL is correct    [15:32:47 WARNING load] Unable to connect to """"http://localhost:8080"""": make sure URL is correct    [15:32:47 WARNING load] Unable to connect to """"http://localhost:8080"""": make sure URL is correct    [15:32:47 WARNING load] Unable to connect to """"http://localhost:8080"""": make sure URL is correct    [15:32:47 WARNING load] Unable to connect to """"http://localhost:8080"""": make sure URL is correct    [15:32:47 WARNING load] Unable to connect to """"http://localhost:8080"""": make sure URL is correct    batches: 1001 batch/sec: 3262.4823347214206    I tried using -U with the following addresses as obtained from previous steps, but I still did not see the transactions loading:    -U tcp://127.0.0.1:40000 (currently running transaction processor)    -U tcp://127.0.0.1:8800 (currently running validator)    Which address should I send to?  Regardless of address specified, nothing happened on the validator window.""","",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STL-393","06/07/2017 18:15:21",2,"Publish PoET Specification ""Revise format / content.  Correct errors like zTest algorithm (one value is initialized and never gets updated).""","",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"STL-394","06/07/2017 22:14:31",2,"Validator Registry does not remove Validator ID on re-enrollment ""consensus.poet.families.sawtooth_validator_registry.validator_registry.processor.handler._update_validator_state(...)    Manages structures associated with validator admission.    On re-enrolling an existing anti-sybil ID (EPID), with a new Validator ID (OPK), the previous Validator ID will not be expunged from state, and the \{anti-sybil ID: Validator ID} map will not be updated appropriately.        Correct the method to remove the old Validator ID record from state and update the \{anti-sybil ID: Validator ID} map to include the new Validator ID.""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"STL-396","06/08/2017 00:06:39",3,"Write Spec for Private UTXO Transaction Processor.  ""Create a Sawtooth style Spec based onthe private UTXO transaction document. ""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"STL-403","06/10/2017 19:50:19",2,"Update context manager to enforce address characteristics ""The context manager should enforce that gets and sets only use valid addresses: those having 70 lowercase hex characters.""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STL-423","06/14/2017 14:19:58",2,"Create section for Introduction to the XO Transaction Family ""Create new or reuse material to complete the following sections:       - What is Xo (to inform users that have not heard of the game)        - How to play Xo (How to use the client)        - Xo Transaction Family Specification (include link to existing spec)""","",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STL-438","06/14/2017 14:28:29",1,"Remove Javascript example from “Development without an SDK” ""* Remove template, replace with a simple RST   * Evaluate whether the text needs to be tweaked accordingly""","",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STL-444","06/14/2017 20:38:17",3,"Set-up LR30-SGX ""Set-up 5 machines.""","",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STL-446","06/14/2017 20:49:39",2,"Determine all the validator stat metrics to collect ""The output of this work should be a list of metrics the validator could/should log.  Descriptions of the metrics can be brief.  It does not need to include OS metrics, as those are collected with telegraph outside of the validator process.    This list does not need to be 100% complete - we can add metrics later.  However, it does need to be close enough to inform the design of the stats/metrics library; in particular, we need to know the different types of metrics.  For example, we know some metrics are additive (such as number of blocks published) and some might be set (current length of chain), while others might be an average (txn rate).""","",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STL-448","06/15/2017 14:31:47",2,"Design EVM permissioning model ""Design a model for setting Burrow-EVM account permissions within Sawtooth that can be integrated with the Burrow-EVM permission model (i.e., the code that already exists within the Burrow-EVM that is currently turned off). Check with the Burrow team to see if this scheme has changed in v0.17""","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"STL-449","06/15/2017 14:37:44",3,"Implement EVM permissions ""Implement the permissions model defined in STL-448""","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"STL-450","06/15/2017 14:49:20",1,"Define Burrow-EVM transaction receipts ""After a transaction is executed, additional “substate” information should be stored about the transaction execution including:   * Return Value from the EVM (see below).   * Any logs that were produced (see below).   * The address of the contract that was created, if applicable.   * Any other information that can be stored from: [https://github.com/ethereum/wiki/wiki/JSON-RPC#eth_gettransactionreceipt]    This task should determine what information needs to be stored in the transaction receipts and define how the receipts will be stored so they can be searched and indexed inefficiently.""","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"STL-451","06/15/2017 14:55:14",0,"Implement stored EVM return values ""Duplicate of STL-459""","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"STL-452","06/15/2017 15:04:18",3,"Implement logging event handler within Burrow-EVM ""A set of LOG instructions are defined by the EVM which can be used to place information into a separate “substate”. It is intended that these logs be stored in a manner that is easily indexed and searched. Smart contract languages have adopted the convention of using these LOG instructions to set up event pub/sub patterns.    The LOG opcodes in the burrow-evm rely on an event-handling system that is part of the burrow project. This will likely need to be preserved in order to use the EVM as it exists in the burrow project. This event handling should be preserved if possible and used to forward events to the Sawtooth event system.""","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"STL-453","06/15/2017 15:24:40",1,"Update txn inputs/outputs to enable contract chaining ""Currently, contract chaining is not possible because only the address of the sender account and receiver account are passed as inputs and outputs when submitting a transaction.    To support contract chaining, it should be made possible to pass the burrow-EVM namespace prefix as inputs and output when submitting a transaction.    The inputs/outputs are set here:    [https://github.com/hyperledger/sawtooth-core/blob/master/families/burrow_evm/src/sawtooth_burrow_evm/client/client.go#L60]    [https://github.com/hyperledger/sawtooth-core/blob/master/families/burrow_evm/src/sawtooth_burrow_evm/client/client.go#L106]     ""","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"STL-454","06/15/2017 15:29:00",2,"Add receipt lookup to seth ""Add features to seth to:   # Lookup a transaction receipt   # When waiting for a submitted transaction to commit, print its receipt""","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"STL-455","06/15/2017 15:36:47",5,"Design the Burrow-EVM JSON-RPC ""Design the Burrow-EVM JSON-RPC server so that it:   # Is concurrent and handles requests efficiently   # Can be easily extended with new methods, as we will most likely support multiple JSON-RPC specs as projects diverge   # Reuses existing libraries (see https://github.com/tendermint/go-rpc)""","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"STL-459","06/15/2017 15:42:04",3,"Implement Seth transaction receipts ""Create Seth transaction receipts""","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"STL-460","06/15/2017 20:01:49",3,"Python SDK: Add signing/encoder client functionality ""The client features of Python SDK should be updated to match the functionality of the JavaScript SDK. Specifically this means adding a module for creating/encoding Batches and Transactions, as well as a signing module which can sign, verify, generate private keys, and generate public keys. Decisions must made about whether or not the root level signing module already satisfies those requirements, or should be replaced by this SDK.         Add any appropriate unit tests for the new functionality.""","",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"STL-470","06/18/2017 15:59:00",2,"Review and Update BlockValidator Batch and Transaction validation ""Remove the completeness check (that is enforced by the Completer), verify that duplicate transactions and batch checking is implemented and working correctly.                ""","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
